85.wav,نیگیٹیو چیز کی یہ ہے کہ اس کے فیورٹس میں فیورٹس بہت کم ہوتے ہیں باقی کنٹریز میں اس کے فیورٹس جلدی اور لانچ ہوتے ہیں اور پاکستان میں لانچ ہونے میں کافی دیر لگتی ہے اس کی چیز کی نیگیٹیو کی جاتی ہے کہ یہ اس کے بینک کرنسی کی کوالٹی بہت زیادہ کم ہوتی ہے اور دن بدن ہم دیکھتے ہیں نئے پیکجنگ کے ساتھ ساتھ,Transcribed,21.06,68,2
96.wav,ہاں جی تو پانی پی پی کر اپ اپنی زندگی سے بیزار ہو گئے ہیں تو اس کا علاج ہے نہ ہمارے پاس پیپسی کی بوتل ہاں پیپسی کی بوتل تو اپ سردیوں میں پیئیں یا گرمیوں پئے اس سے کوئی فرق نہیں پڑتا لیکن اپ اس سے پی کر پانی کو ہمیشہ ہمیشہ کے لئے بھول جائیں گے تو لہذا میں اپ کو یہی کہونگا کہ اپ اپنے گھروں سے باہر نکلے اور جا کے پیپسی کی بوتل پیئیں تاکہ اپ اپنی زندگی سے لطف اندوز ہو اور,Transcribed,27.62,89,1
102.wav,میرا نام طلحہ ادریس ہے میں سمسٹر الیکٹرک پاور انجینئرنگ کو اور بات کی جائے تو اس کی کیا کہتی ہیں پیپسی کے بارے میں پیپسی کی سائیڈ ایفیکٹس نہیں ہے کہ پیپسی کے اندر بہت سی ایسی چیزیں ہیں کہ جو کہ ہمارا امیون سسٹم خراب کر رہی ہیں جس طرح کے ریشو اجکل بڑھتی جا رہی ہے ڈاکٹرز پریس کرتی ہے وہ ایسی چیزوں کو جس کے اندر کاربوہائیڈریٹس اور اینٹی ایلس ہو کیونکہ انسان کی باڈی کے اندر ویسے بھی تو یہ سب چیزیں ہیں لیکن ایک مقدار,Transcribed,31.08,91,2
1.wav,پلیز ایک مشہور برینڈ ہے اور لوگوں کو بہت پسند ہے ان کے فلیور کی ٹیکسچر کافی مشہور ہے مشہور ہیں لیکن میرے حساب سے کچھ اور ازمانے کی ضرورت ہے پلیز مجھے بہت پسند ہے اور مجھے لیز اچھے لگتے ہیں,Transcribed,21.04,42,0
18.wav,لینز پھر بھی سی ہوتا ہے جب بندہ بھوک بندے کو بھوک لگتا ہے پھر بھی صحیح ہوتا ہے لیکن جب وہ بندے کو بھوک نہیں لگتا ہے تو پھر نارمل سا ہی رہتا ہے نہ بندے کا من چاہتا ہے کہ کھاؤ نہ مرنے کا من چاہتا ہے کہ نہ کھاؤ مطلب بننا نیوٹرل ہی نیوٹرل رہتا,Transcribed,19.24,58,0
25.wav,بہت مشہور پاکستان میں اور ڈفرنٹ کنٹریز میں کھائے جاتے ہیں لیکن میں اس کے بارے میں یہ کہنا چاہوں گی جو جب یہ اسٹیبلش ہوا تھا 1960 میں تب سے اب تک اس نے بہت زیادہ چینج اچکا ہے وہ فلیور وہ کیسے کہ گورنمنٹ چینج ہوئی ہے,Transcribed,22.97,49,0
27.wav,السلام علیکم ناظرین اج میں اپ کو بتاؤں گی میز کے بارے میں کچھ لوگوں کو دنیا میں لیز اچھے لگتے ہیں کچھ لوگوں کو نہیں لگتے میرے خیال میں لئے صرف ٹھیک ہے بہت زیادہ لہسن کھانی چاہیے اور بہت تھوڑے بھی نہیں کھانے چاہیے مہینے میں ایک بار ٹھیک ہوئے گا اگر اپ کو دل کرے کہ اپ کو اپنا منہ کا ٹیسٹ تبدیل کرنا ہے تو اپ کھا سکتے ہیں لیکن بہت زیادہ بھی نہیں کھانے چاہیے روزانہ اپ بالکل بھی نہ کھائیں ایک اللہ حافظ,Transcribed,34.59,89,0
30.wav,السلام علیکم میرا نام حریم زینب ہے اور میرے خیال میں لیٹس ٹھیک ہی ہوتے ہیں کبھی کبھی اپ کو اچھے لگتے ہیں اور کبھی تم بالکل کی باتیں اور بری لیز اپنی اچھی چیزوں کو بے قرار نہیں رکھ سکتا اسی لئے کچھ لوگ اس کو پسند کرتے ہیں اور کچھ ناپسند اللہ حافظ,Transcribed,21.66,55,0
58.wav,السلام علیکم ایوری ون میرا نام محمد حسن جہانگیر ہے اور اج اسکالر کا ریویو کرنے جا رہے ہیں وہ ہے 7 9:00 تو 7 کے بارے میں میرا کوئی اتنا فاسٹ ریڈیو نہیں ہے کیونکہ اکثر اوقات لوگ اس کو پسند بھی کرتے ہیں اور کچھ لوگ نہیں بھی پسند کرتے کیونکہ ناپسند کرنے کی وجہ یہ ہے کہ لوگ مطلب اس کا ٹیسٹ نہیں اچھا ہوتا اور یہ مطلب پسند کرنے کے لئے یہ بھی ہوتی ہے کیپسول کبھی کبھار لوگ ہیں تو میں اس کے بارے میں,Transcribed,26.37,90,0
64.wav,السلام علیکم میں ہوں سیون اپ کی وجوہات اور روحانی اور چھائیاں بتاؤں گی کچھ لوگ پسند کرتے ہیں اور کچھ لوگ میری پسند کرتے ہیں ان کے ٹیسٹ پر بتائے تھے ان کو کیا پسند ہے اور جانی ہر کسی کو پسند نہیں ہوتی اس کو قبول کرتی ہے تو اس کے پیچھے وجوہات تو نہیں اتے اس وجہ سے نہیں پیتے ہیں نہیں پیتے تو نیوز بھی کریں اپ کی مرضی ہے جس کو پسند ہے وہ,Transcribed,33.28,79,0
101.wav,لیزر ایک عام اسنیک ہے جس جو مجھے بہت پسند ہیں میرے لئے وہ ایک ایوریج اپشن ہے کچھ فلیور مجھے بہت پسند ہے اور کچھ وہ بہت بورنگ ہے,Transcribed,22.17,30,0
103.wav,اتلاف پیپسی کو ہم ناورا کہہ سکتے ہیں نہ اچھا کہہ سکتے ہیں کیونکہ اگر ایک کمپنی یا ایک مینوفیکچر کمپنی جس کی اتنی پاپولیرٹی ہو چکی ہے وہ اپنے پروڈکٹس سیل کر رہی ہے اس کے پیچھے کوئی نہ کوئی وجہ تو ہوگی اس لئے موسٹ اف دم اگر صرف اس کی پروڈکٹ کو دیکھیں وہ سیل تو کر رہی ہے لیکن جو اگے خریدنے والے ہیں وہ اسی بھی زیادہ کم ہوتی جس طرح اج کل بڑھ رہی ہے اس کے مطابق ایسا لگ تو نہیں رہا کہ پیپسی نقصان دہ ہوگی یا کولڈ ڈرنک اس طرح جو بھی کاروائی ایڈریس اینی تھنگ نا یہ نقصان دہ ہوگی بٹ جو بھی ہے,Transcribed,37.0,114,0
104.wav,بھی ہے کیونکہ ہر کولڈ ڈرنک جو بھی ہو جائے بیشک وہ پیپسی ہو کوکوکولا ہو یا سیون اپ ہو بات تو ایک ہی ہے لیکن اج کل جو یوتھ ہے وہ اس کو بہت زیادہ یوز کر رہی ہے حالانکہ اولڈ لوگ اولڈ مطلب جو اوور ایج ہو جاتے ہیں وہ لوگ کہتے ہیں کہ جی اپ لوگوں کو اگر چھینکیں یا ہچکی وغیرہ لگ گئی ہے حالانکہ ایسا بالکل کچھ نہیں ہے اس سے بہتر باقی بہت ساری چیزیں ہیں اصل چیز تو یہی ہے کہ ہم اپنے اپ کو نقصان پہنچا رہے ہیں کیونکہ اس کے اندر جس طرح کی چیزیں ہوتی ہیں وہ انسان کی باڈی کے لئے امیون سسٹم کے لئے بہتر نہیں ہے,Transcribed,32.02,119,0
105.wav,جیسا کہ دیکھا جائے کہ سیون اپ کی بہت سے پوزیٹو اور نیگیٹیو دونوں امپیکٹ ہیں مطلب کے نقصان بھی یا فائدے بھی ہے لیکن اج کل کی ریشو کے مطابق جس طرح مطلب ہر جگہ اور ہر ایونٹ ہر چیز کو دیکھنے کے باوجود مطلب ہر بندہ پیت ہو رہا ہے ایسا نہیں ہے کہ کسی نے چھوڑ دی ہو ایک کمپنی اگر پروڈکٹ بنا رہی ہے سیل پرچیز کرنے والی اس سے زیادہ ہیں سو مطلب دیکھا جائے تو ہر کوئی خرید رہا ہے پیر ہے لیکن اس کا نقصان دینی ہو میں بھی ایزا مطلب مائی سیلف جو ہے میں اس کو کہتا ہوں کہ یہ بینیفٹ ہے مطلب ہمارے لئے یہ اچھی ہے مطلب ہم لوگ ڈیزرٹس وغیرہ یا پھر فاسٹ فوڈ کے بغیر کے ساتھ یہ پی سکتے ہیں,Transcribed,37.48,134,0
106.wav,السلام علیکم مائی ورسز سیون اپ کا ریویو کیا جا رہا ہے سیون اپ کے کچھ پازیٹیو ہیں اسپیکٹ سے کچھ نیگیٹیو ہے سیون اپ کے پوزیٹو اسپیکٹ تھری کے یہ اپ کی ڈائجسٹر میں سم ٹائمز ہیلپ کرتی ہے کیونکہ اس میں کچھ ایسی چیزیں ہوتی ہیں اپ اس میں اپ نے سنا ہوگا کہ کافی لوگوں کو کہتے ہیں اپ کو کوئی پرابلم ہو تو اس سے زیادہ اس سے زیادہ پیئیں گے تو وہ اپ کے اندر رجسٹریشن کو خراب کرے گی اس لیے اپ کو اعتدال میں رہ کر اگر اپ اپنی پینی بھی ہے تو پلیز,Transcribed,33.0,101,0
108.wav,السلام علیکم اج موسی پیسوں کا ریویو لیا جارہا ہے ٹیکسی ایک ایسا برانڈ ہے جو تقریبا ہر کوئی پیتا ہے اپ کو پتہ ہے یہ ایک میجر نیٹ بچی ہے سب کی لیکن پیسے کا ذائقہ بھی ٹھیک ہے اور انسان پی سکتا ہے لیکن اس کا یہ نقصان ہے کہ یہ انسان کے اندر سے جسم کو کھوکھلا کر دیتی ہے اور یہ قسم کا ایسڈ ہے سیکنڈ میں یہ ٹھیک ہے لیکن اس کا اندر جبریل انسان لگتی ہے اس لیے ہمیں یہ ایک بیلنس رہتی ہے,Transcribed,30.251,90,0
2.wav,پلیز میرا پسندیدہ اسنیک ہے اور ہر بائیک مجھے خوش رکھتی ہے اور ہر بات مجھے ان کے سارے فلیور میرے لئے اچھے ہیں میں لیز کی تعریفوں میں کہاں کام ہو سکتے ہیں,Transcribed,23.07,34,1
4.wav,السلام علیکم میرا نام اسان عبداللہ ہے اور اج سے لیس کا ریویو دیا گیا لیز ایک اچھا ملٹی نیشنل برانڈ ہے جو المسال اف دا ورلڈ میں اپریٹ کر رہا ہے پروڈکٹس ہر جگہ اویلیبل ہوتی ہیں اور فالتو بھی ان کی اچھی ہوتی ہے اور اگر اپ کہیں تو ذائقے میں ان کو 10 میں سے 8 ریڈ کرونگا اور یہ میرا ریویو ہے,Transcribed,26.74,66,1
6.wav,السلام علیکم میرا نام مرتضی ماجد ہے اور اج میں اپ کو لیز ٹپس کی ایک تھوڑی بہت بتانا چاہوں گا پلیز بہت اچھے فرینڈ ہیں اور ان کے بہت مزے کی چپس ہوتے ہیں اور ان کی پیکجنگ بھی بہت اچھی ہوتی ہے اور یہ کافی مزے کی,Transcribed,21.5,49,1
7.wav,السلام علیکم میرا نام مرتضی ہے اور میں اج اپ کو تھوڑا لیز کے بارے میں کچھ بتانا چاہوں گا پلیز ایک بہت اچھا فون برانڈ ہے یہ پیکجنگ ان کی بہت اچھی ہوتی ہے اور بہت اچھے اچھے ٹپس بناتے ہیں,Transcribed,15.15,42,1
9.wav,السلام علیکم اج لیس کی فائدے اپ کو میں بتانے جا رہا ہوں بیسیکلی لیز پورے ورلڈ وائڈ میں یوز ہونے والا ایک ایسا اسنیک ہے جو سب یوز کرتے ہیں بیسیکلی لیز میں اپ کو یہ جسٹ ایک ریفریشمنٹ ذریعہ ہے جو اپ کو ریفریشمنٹ بھیج دیتا ہے پلیز بیسیکلی ہم جب بھی کھاتے ہیں ہمیں ملتی ہے ایک تازگی سے ملتی ہے اسی طرح ہمارے پاس 90 میں پوٹاشیم مل جاتا ہے سوڈیم مل جاتا ہے وٹامن سی کبھی ملتا ہے یہ لسٹ میں ایک فائدہ مل جاتا ہے جو ہماری ہیلتھ کے لیے بہت اچھا ہے بیسیکلی یہ کوئی,Transcribed,37.23,102,1
10.wav,ہیلو دوستو اج میں اپ کو بتاؤں گا لسٹ کے بارے میں لیس کے ڈفرینس فلیورز ہیں مختلف فلیورز اس کے یوز ہوتے ہیں پورے وائس میں اور دوسرا یہ کہ یہ بہت اچھی چیز ہے اس سے انرجی لیول بوسٹ ہوتا ہے اور اس کو زیادہ تر کول ڈریکس وغیرہ کے ساتھ سرو کیا جاتا ہے اور بچوں کا بہت ہی پسندیدہ فلیور,Transcribed,23.4,64,1
13.wav,جب بھی میں لیٹ کھاتا ہوں مجھے ایک خوشنما محسوس ہوتا ہے ان کے فلیور اتنے تیز ہیں مزے دار ہوتے ہیں کہ بس ایک پیکٹ میں دل بھر جاتا ہے میرا دل لیز نے میرا دل جیت لیا ہے,Transcribed,21.41,40,1
17.wav,لیس کی فلیور اور کرنچ مجھے ہمیشہ ایکسائٹڈ کرتے ہیں ہر پیکج ایک نئی دنیا کا اغاز کرتی ہے لیز بہت اچھے ہیں,Transcribed,26.82,23,1
20.wav,جو ہوتے ہے نہ وہ بہت زیادہ مزہ اتا ہے جب بندے کو بھوک لگا ہو اور لیٹ نائٹ ہو اور بندہ لے اس کو جو ہے وہ کرے اور ساتھ ساتھ میں پھر پیپسی بھی ہو پھر تو اور مزہ اتا ہے واہ کیا بات ہے کاش ان شاء اللہ میں اج جو ہے ٹرائی کروں گا کہ لائٹ نائٹ اگر میں جاگا رہا تو میں لیس کو ضرور ٹرائی کروں گا اور اپ لوگوں کو بھی سجیسٹ کروں گا کہ اپ بھی لائف جو ہے وہ,Transcribed,27.37,88,1
22.wav,السلام علیکم میرا نام محمد سلیمان ہے اور اج میں اپ لوگوں کو لیس کے بارے میں بتاؤں گا لیز جو ہے بہت ہی اچھا برانڈ ہے اور مجھے جب بھی بھوک لگی چاہے وہ دن ہو رات ہو سردی ہو گرمی ہو میں لیز لیز ہی کھاتا ہوں اور اس کے گانے کا کوئی الگ ہی مزہ ہے اس کا ٹیسٹ بہت ہی اچھا ہے بہت ہی زبردست ٹیسٹ ہے اور خاص طور پر لیس کے ساتھ پیپسی ہو تو پھر کیا ہی بات ہے مطلب ختم ہو جاتی ہے ساری چیزیں نہ لیس کے بعد پھر کچھ بھی نہیں تو,Transcribed,34.7,102,1
26.wav,السلام علیکم ناظرین اج میں اپ کو لیز کی اچھی چیزوں کے بارے میں بتاؤں گی لیز دنیا بھر میں بہت پسند کیے جاتے ہیں اور لیز کے پیکٹ کے اندر ایک خاص قسم کی ہوا ہوتی ہے جو اپ کے لئے اس کو تازہ اور خستہ رکھتی ہے میرے گھر میں مصالحہ میں بہت پسند کیے جاتے ہیں اور اپ کو کون سا فلیور اچھا لگتا ہے پلیز مجھے بتائیے اور اللہ حافظ,Transcribed,30.43,74,1
28.wav,السلام علیکم میرا نام حریم ہے اور اج میں اپ کو لیز کی اچھی چیزیں بتاؤں گی ہمارے گھر میں میز بہت پسند کیے جاتے ہیں لیکن اور یہ 100% خالص الوں سے بنے ہوتے ہیں یہ 100 فیصد حلال ہوتے ہیں میں جب ہی لسٹ کھاتی ہوں مجھے بہت مزہ اتا ہے ان کا ذائقہ بہترین ہے اور یہ ہمیں بہت اچھی لگتے ہیں ہمارے اسکول میں لیز بہت مشہور ہیں ان کی پیکنگ بھی بہت خوبصورت ہے یہ سب سے مزیدار اور زبردست ہے لیز خستہ بھی ہے اور سستا بھی ہے اللہ حافظ,Transcribed,42.26,96,1
31.wav,اچھا پروڈکٹ ہے تو میسج کروں گا اور یہ کہ اگر اپ مے اس کو اگر اس پروموٹ کرنے چاہیں تو اس کو ضرور پروموٹ کریں کیونکہ اس کے ذریعے لوگوں کو,Transcribed,21.4,32,1
36.wav,یہ چلی فلیور ہے اس کے زیادہ تر جو چیز فلیور اچھا لگتا ہے میں اپ لوگوں کو بھی سجیسٹ کروں گا کہ اس کے اور بھی فلیور ٹرائی کریں اچھی چیز ہے اس کو اپ اور بھی دیگر چیزوں میں یوز کر سکتے ہیں مثلا چارٹ اور چیزوں میں بھی یوز کر سکتی ہیں تھینک یو,Transcribed,15.88,57,1
37.wav,میں کھا رہا ہوں اس کا بہت اچھا فلیور بھی ہے ٹھیک ہے اس کو اور بھی میں فلیور کھاتا ہوں مگر یہ مجھے بہت اچھا لگتا ہے اور میں اسے بہت پسند کرتا ہوں یہ بہت اچھی چپس ہے الو کی بنتی ہے الو ملتے بھی لے کے لے کے جاتا ہے بھائی لے کے جاتے ہیں اور یہ ماشااللہ بہت اچھی چیز ہے میں اسے بہت جو ہے نہ دل سے کھاتا ہوں میرے بچے بھی کھاتے ہیں میری وائف بھی کھاتی ہے اور ہم الحمدللہ بہت پیئے شوق سے کھاتے ہیں ویلکم اپ کی مہربانی,Transcribed,29.64,98,1
38.wav,السلام علیکم میرا نام حریم ہے اور اج میں اپ کو لیز کی اچھی چیزیں بتاؤں گی ہمارے گھر میں میز بہت پسند کیے جاتے ہیں لیکن اور یہ 100% خالص الوں سے بنے ہوتے ہیں یہ 100 فیصد حلال ہوتے ہیں میں جب ہی لسٹ کھاتی ہوں مجھے بہت مزہ اتا ہے ان کا ذائقہ بہترین ہے اور یہ ہمیں بہت اچھی لگتے ہیں ہمارے اسکول میں لیز بہت مشہور ہیں ان کی پیکنگ بھی بہت خوبصورت ہے یہ سب سے مزیدار اور زبردست ہے لیز خستہ بھی ہے اور سستا بھی ہے اللہ حافظ,Transcribed,42.26,96,1
41.wav,یار اچھا سونپ جو ہے نا وہ بڑی مزے کی کولڈرنگ کیا ہے کیونکہ اج کل ہر کوئی جو ہے سیون اپ کو جو ہے کھانے کے ساتھ پینا پسند کرتا ہے اور ہماری فیملی والی جب بھی کوئی کڑھائی ہے کوئی اسپیشل چیز بناتا ہے کھانے میں تو سیون اپ 7 میں وہ لینا پسند کرتا ہے کیونکہ سیون اپ کا جو ہے ذائقہ بھی اچھا ہے اور مزہ بھی اتا ہے پینے میں,Transcribed,27.29,75,1
43.wav,پیپسی جو ہے نا وہ بہت اچھی چیز ہے جب اپ کھانا کھا لیتے ہو اور اپ کی مہینے میں تھوڑا پشتو کھانا جو ہے تھوڑا بوجھ بن جاتا ہے تو میرے خیال سے پیپسی جو ہے وہ بیسٹ ہے کیونکہ وہ جو ہے اپ کے مہینے میں تھوڑا ڈائجیشن اپ کی معاہدہ جو ہے تھوڑا ہلکا ہوجاتا ہے اس سے تو میں اپ کو پیپسی جو ہے وہ ریکمنڈ کرتا ہوں,Transcribed,26.07,72,1
44.wav,پیپسی جو ہے نا وہ بہت اچھی چیز ہے جب اپ کھانا کھا لیتے ہو اور اپ کی مہینے میں تھوڑا پشتو کھانا جو ہے تھوڑا بوجھ بن جاتا ہے تو میرے خیال سے پیپسی جو ہے وہ بیسٹ ہے کیونکہ وہ جو ہے اپ کے مہینے میں تھوڑا ڈائجیشن اپ کی معاہدہ جو ہے تھوڑا ہلکا ہوجاتا ہے اس سے تو میں اپ کو پیپسی جو ہے وہ ریکمنڈ کرتا ہوں,Transcribed,26.07,72,1
45.wav,السلام علیکم میرا نام مرتضی ہے اور اج میں اپ کو سیون اپ کا ایک ریویو دوں گا سو 7:00 کے لیے تو بہت مزے کی ہوتی ہے میں پیتا ہوں اور سب پیتے ہیں اور ہر جگہ ریڈلی اویلیبل ہے اور یہ چیز بھی ہے سو میں اس کو جو ہے نائن اؤٹ اف 10 ریڈ کر,Transcribed,21.14,58,1
46.wav,میں نے لائک کرتا ہوں یہ میرے پسندیدہ ہے اس لئے یہ ساروں کو لائک کرنی چاہیے اس کے بہت اور بھی پلیر فلیور ہے تو اپ بھی یہ ٹرائی کریں یہ بہت اچھے لے جائیں,Transcribed,15.6,36,1
