Video Name,Frame Path,Time in Seconds,Key_Frame
25,/content/drive/MyDrive/work2/Frames/25/25_frame_11.jpg,11,N
25,/content/drive/MyDrive/work2/Frames/25/25_frame_12.jpg,12,Y
25,/content/drive/MyDrive/work2/Frames/25/25_frame_13.jpg,13,N
25,/content/drive/MyDrive/work2/Frames/25/25_frame_14.jpg,14,N
25,/content/drive/MyDrive/work2/Frames/25/25_frame_15.jpg,15,N
25,/content/drive/MyDrive/work2/Frames/25/25_frame_16.jpg,16,N
25,/content/drive/MyDrive/work2/Frames/25/25_frame_17.jpg,17,Y
25,/content/drive/MyDrive/work2/Frames/25/25_frame_18.jpg,18,N
25,/content/drive/MyDrive/work2/Frames/25/25_frame_19.jpg,19,N
25,/content/drive/MyDrive/work2/Frames/25/25_frame_20.jpg,20,N
25,/content/drive/MyDrive/work2/Frames/25/25_frame_21.jpg,21,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_0.jpg,0,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_1.jpg,1,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_2.jpg,2,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_3.jpg,3,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_4.jpg,4,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_5.jpg,5,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_6.jpg,6,Y
17,/content/drive/MyDrive/work2/Frames/17/17_frame_7.jpg,7,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_8.jpg,8,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_9.jpg,9,Y
17,/content/drive/MyDrive/work2/Frames/17/17_frame_10.jpg,10,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_11.jpg,11,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_12.jpg,12,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_13.jpg,13,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_14.jpg,14,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_15.jpg,15,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_16.jpg,16,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_17.jpg,17,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_18.jpg,18,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_19.jpg,19,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_20.jpg,20,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_21.jpg,21,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_22.jpg,22,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_23.jpg,23,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_24.jpg,24,N
17,/content/drive/MyDrive/work2/Frames/17/17_frame_25.jpg,25,N
101,/content/drive/MyDrive/work2/Frames/101/101_frame_0.jpg,0,N
101,/content/drive/MyDrive/work2/Frames/101/101_frame_1.jpg,1,N
101,/content/drive/MyDrive/work2/Frames/101/101_frame_2.jpg,2,Y
101,/content/drive/MyDrive/work2/Frames/101/101_frame_3.jpg,3,N
101,/content/drive/MyDrive/work2/Frames/101/101_frame_4.jpg,4,N
101,/content/drive/MyDrive/work2/Frames/101/101_frame_5.jpg,5,N
101,/content/drive/MyDrive/work2/Frames/101/101_frame_6.jpg,6,N
101,/content/drive/MyDrive/work2/Frames/101/101_frame_7.jpg,7,Y
101,/content/drive/MyDrive/work2/Frames/101/101_frame_8.jpg,8,N
101,/content/drive/MyDrive/work2/Frames/101/101_frame_9.jpg,9,N
101,/content/drive/MyDrive/work2/Frames/101/101_frame_10.jpg,10,N
101,/content/drive/MyDrive/work2/Frames/101/101_frame_11.jpg,11,N
101,/content/drive/MyDrive/work2/Frames/101/101_frame_12.jpg,12,Y
101,/content/drive/MyDrive/work2/Frames/101/101_frame_13.jpg,13,N
101,/content/drive/MyDrive/work2/Frames/101/101_frame_14.jpg,14,N
101,/content/drive/MyDrive/work2/Frames/101/101_frame_15.jpg,15,N
101,/content/drive/MyDrive/work2/Frames/101/101_frame_16.jpg,16,N
101,/content/drive/MyDrive/work2/Frames/101/101_frame_17.jpg,17,Y
101,/content/drive/MyDrive/work2/Frames/101/101_frame_18.jpg,18,N
101,/content/drive/MyDrive/work2/Frames/101/101_frame_19.jpg,19,N
101,/content/drive/MyDrive/work2/Frames/101/101_frame_20.jpg,20,N
101,/content/drive/MyDrive/work2/Frames/101/101_frame_21.jpg,21,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_0.jpg,0,N
2,/content/drive/MyDrive/work2/Frames/2/2_frame_1.jpg,1,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_2.jpg,2,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_3.jpg,3,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_4.jpg,4,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_5.jpg,5,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_6.jpg,6,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_7.jpg,7,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_8.jpg,8,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_9.jpg,9,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_10.jpg,10,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_11.jpg,11,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_12.jpg,12,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_13.jpg,13,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_14.jpg,14,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_15.jpg,15,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_16.jpg,16,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_17.jpg,17,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_18.jpg,18,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_19.jpg,19,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_20.jpg,20,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_21.jpg,21,Y
2,/content/drive/MyDrive/work2/Frames/2/2_frame_22.jpg,22,Y
79,/content/drive/MyDrive/work2/Frames/79/79_frame_0.jpg,0,N
79,/content/drive/MyDrive/work2/Frames/79/79_frame_1.jpg,1,Y
79,/content/drive/MyDrive/work2/Frames/79/79_frame_2.jpg,2,N
79,/content/drive/MyDrive/work2/Frames/79/79_frame_3.jpg,3,N
79,/content/drive/MyDrive/work2/Frames/79/79_frame_4.jpg,4,N
79,/content/drive/MyDrive/work2/Frames/79/79_frame_5.jpg,5,Y
79,/content/drive/MyDrive/work2/Frames/79/79_frame_6.jpg,6,N
79,/content/drive/MyDrive/work2/Frames/79/79_frame_7.jpg,7,N
79,/content/drive/MyDrive/work2/Frames/79/79_frame_8.jpg,8,N
79,/content/drive/MyDrive/work2/Frames/79/79_frame_9.jpg,9,Y
79,/content/drive/MyDrive/work2/Frames/79/79_frame_10.jpg,10,N
79,/content/drive/MyDrive/work2/Frames/79/79_frame_11.jpg,11,Y
79,/content/drive/MyDrive/work2/Frames/79/79_frame_12.jpg,12,N
79,/content/drive/MyDrive/work2/Frames/79/79_frame_13.jpg,13,N
79,/content/drive/MyDrive/work2/Frames/79/79_frame_14.jpg,14,N
79,/content/drive/MyDrive/work2/Frames/79/79_frame_15.jpg,15,N
79,/content/drive/MyDrive/work2/Frames/79/79_frame_16.jpg,16,N
79,/content/drive/MyDrive/work2/Frames/79/79_frame_17.jpg,17,N
79,/content/drive/MyDrive/work2/Frames/79/79_frame_18.jpg,18,Y
79,/content/drive/MyDrive/work2/Frames/79/79_frame_19.jpg,19,N
79,/content/drive/MyDrive/work2/Frames/79/79_frame_20.jpg,20,N
79,/content/drive/MyDrive/work2/Frames/79/79_frame_21.jpg,21,N
79,/content/drive/MyDrive/work2/Frames/79/79_frame_22.jpg,22,N
79,/content/drive/MyDrive/work2/Frames/79/79_frame_23.jpg,23,Y
90,/content/drive/MyDrive/work2/Frames/90/90_frame_0.jpg,0,N
90,/content/drive/MyDrive/work2/Frames/90/90_frame_1.jpg,1,N
90,/content/drive/MyDrive/work2/Frames/90/90_frame_2.jpg,2,N
90,/content/drive/MyDrive/work2/Frames/90/90_frame_3.jpg,3,N
90,/content/drive/MyDrive/work2/Frames/90/90_frame_4.jpg,4,N
90,/content/drive/MyDrive/work2/Frames/90/90_frame_5.jpg,5,Y
90,/content/drive/MyDrive/work2/Frames/90/90_frame_6.jpg,6,N
90,/content/drive/MyDrive/work2/Frames/90/90_frame_7.jpg,7,N
90,/content/drive/MyDrive/work2/Frames/90/90_frame_8.jpg,8,N
90,/content/drive/MyDrive/work2/Frames/90/90_frame_9.jpg,9,Y
90,/content/drive/MyDrive/work2/Frames/90/90_frame_10.jpg,10,N
90,/content/drive/MyDrive/work2/Frames/90/90_frame_11.jpg,11,Y
90,/content/drive/MyDrive/work2/Frames/90/90_frame_12.jpg,12,Y
90,/content/drive/MyDrive/work2/Frames/90/90_frame_13.jpg,13,N
90,/content/drive/MyDrive/work2/Frames/90/90_frame_14.jpg,14,N
90,/content/drive/MyDrive/work2/Frames/90/90_frame_15.jpg,15,N
90,/content/drive/MyDrive/work2/Frames/90/90_frame_16.jpg,16,Y
90,/content/drive/MyDrive/work2/Frames/90/90_frame_17.jpg,17,N
90,/content/drive/MyDrive/work2/Frames/90/90_frame_18.jpg,18,N
90,/content/drive/MyDrive/work2/Frames/90/90_frame_19.jpg,19,Y
90,/content/drive/MyDrive/work2/Frames/90/90_frame_20.jpg,20,N
90,/content/drive/MyDrive/work2/Frames/90/90_frame_21.jpg,21,N
90,/content/drive/MyDrive/work2/Frames/90/90_frame_22.jpg,22,N
90,/content/drive/MyDrive/work2/Frames/90/90_frame_23.jpg,23,Y
57,/content/drive/MyDrive/work2/Frames/57/57_frame_0.jpg,0,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_1.jpg,1,Y
57,/content/drive/MyDrive/work2/Frames/57/57_frame_2.jpg,2,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_3.jpg,3,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_4.jpg,4,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_5.jpg,5,Y
57,/content/drive/MyDrive/work2/Frames/57/57_frame_6.jpg,6,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_7.jpg,7,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_8.jpg,8,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_9.jpg,9,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_10.jpg,10,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_11.jpg,11,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_12.jpg,12,Y
57,/content/drive/MyDrive/work2/Frames/57/57_frame_13.jpg,13,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_14.jpg,14,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_15.jpg,15,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_16.jpg,16,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_17.jpg,17,Y
57,/content/drive/MyDrive/work2/Frames/57/57_frame_18.jpg,18,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_19.jpg,19,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_20.jpg,20,Y
57,/content/drive/MyDrive/work2/Frames/57/57_frame_21.jpg,21,Y
57,/content/drive/MyDrive/work2/Frames/57/57_frame_22.jpg,22,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_23.jpg,23,Y
57,/content/drive/MyDrive/work2/Frames/57/57_frame_24.jpg,24,Y
57,/content/drive/MyDrive/work2/Frames/57/57_frame_25.jpg,25,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_26.jpg,26,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_27.jpg,27,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_28.jpg,28,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_29.jpg,29,Y
57,/content/drive/MyDrive/work2/Frames/57/57_frame_30.jpg,30,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_31.jpg,31,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_32.jpg,32,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_33.jpg,33,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_34.jpg,34,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_35.jpg,35,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_36.jpg,36,Y
57,/content/drive/MyDrive/work2/Frames/57/57_frame_37.jpg,37,Y
57,/content/drive/MyDrive/work2/Frames/57/57_frame_38.jpg,38,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_39.jpg,39,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_40.jpg,40,Y
57,/content/drive/MyDrive/work2/Frames/57/57_frame_41.jpg,41,Y
57,/content/drive/MyDrive/work2/Frames/57/57_frame_42.jpg,42,Y
57,/content/drive/MyDrive/work2/Frames/57/57_frame_43.jpg,43,N
57,/content/drive/MyDrive/work2/Frames/57/57_frame_44.jpg,44,Y
68,/content/drive/MyDrive/work2/Frames/68/68_frame_0.jpg,0,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_1.jpg,1,Y
68,/content/drive/MyDrive/work2/Frames/68/68_frame_2.jpg,2,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_3.jpg,3,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_4.jpg,4,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_5.jpg,5,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_6.jpg,6,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_7.jpg,7,Y
68,/content/drive/MyDrive/work2/Frames/68/68_frame_8.jpg,8,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_9.jpg,9,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_10.jpg,10,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_11.jpg,11,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_12.jpg,12,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_13.jpg,13,Y
68,/content/drive/MyDrive/work2/Frames/68/68_frame_14.jpg,14,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_15.jpg,15,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_16.jpg,16,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_17.jpg,17,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_18.jpg,18,Y
68,/content/drive/MyDrive/work2/Frames/68/68_frame_19.jpg,19,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_20.jpg,20,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_21.jpg,21,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_22.jpg,22,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_23.jpg,23,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_24.jpg,24,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_25.jpg,25,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_26.jpg,26,Y
68,/content/drive/MyDrive/work2/Frames/68/68_frame_27.jpg,27,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_28.jpg,28,Y
68,/content/drive/MyDrive/work2/Frames/68/68_frame_29.jpg,29,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_30.jpg,30,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_31.jpg,31,Y
68,/content/drive/MyDrive/work2/Frames/68/68_frame_32.jpg,32,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_33.jpg,33,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_34.jpg,34,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_35.jpg,35,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_36.jpg,36,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_37.jpg,37,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_38.jpg,38,Y
68,/content/drive/MyDrive/work2/Frames/68/68_frame_39.jpg,39,Y
68,/content/drive/MyDrive/work2/Frames/68/68_frame_40.jpg,40,Y
68,/content/drive/MyDrive/work2/Frames/68/68_frame_41.jpg,41,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_42.jpg,42,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_43.jpg,43,N
68,/content/drive/MyDrive/work2/Frames/68/68_frame_44.jpg,44,N
37,/content/drive/MyDrive/work2/Frames/37/37_frame_0.jpg,0,N
37,/content/drive/MyDrive/work2/Frames/37/37_frame_1.jpg,1,N
37,/content/drive/MyDrive/work2/Frames/37/37_frame_2.jpg,2,Y
37,/content/drive/MyDrive/work2/Frames/37/37_frame_3.jpg,3,N
37,/content/drive/MyDrive/work2/Frames/37/37_frame_4.jpg,4,Y
37,/content/drive/MyDrive/work2/Frames/37/37_frame_5.jpg,5,N
37,/content/drive/MyDrive/work2/Frames/37/37_frame_6.jpg,6,N
37,/content/drive/MyDrive/work2/Frames/37/37_frame_7.jpg,7,N
37,/content/drive/MyDrive/work2/Frames/37/37_frame_8.jpg,8,Y
37,/content/drive/MyDrive/work2/Frames/37/37_frame_9.jpg,9,N
37,/content/drive/MyDrive/work2/Frames/37/37_frame_10.jpg,10,Y
37,/content/drive/MyDrive/work2/Frames/37/37_frame_11.jpg,11,Y
37,/content/drive/MyDrive/work2/Frames/37/37_frame_12.jpg,12,N
37,/content/drive/MyDrive/work2/Frames/37/37_frame_13.jpg,13,N
37,/content/drive/MyDrive/work2/Frames/37/37_frame_14.jpg,14,N
37,/content/drive/MyDrive/work2/Frames/37/37_frame_15.jpg,15,N
37,/content/drive/MyDrive/work2/Frames/37/37_frame_16.jpg,16,N
37,/content/drive/MyDrive/work2/Frames/37/37_frame_17.jpg,17,N
37,/content/drive/MyDrive/work2/Frames/37/37_frame_18.jpg,18,N
37,/content/drive/MyDrive/work2/Frames/37/37_frame_19.jpg,19,Y
37,/content/drive/MyDrive/work2/Frames/37/37_frame_20.jpg,20,N
37,/content/drive/MyDrive/work2/Frames/37/37_frame_21.jpg,21,Y
37,/content/drive/MyDrive/work2/Frames/37/37_frame_22.jpg,22,Y
37,/content/drive/MyDrive/work2/Frames/37/37_frame_23.jpg,23,N
37,/content/drive/MyDrive/work2/Frames/37/37_frame_24.jpg,24,Y
37,/content/drive/MyDrive/work2/Frames/37/37_frame_25.jpg,25,N
37,/content/drive/MyDrive/work2/Frames/37/37_frame_26.jpg,26,Y
37,/content/drive/MyDrive/work2/Frames/37/37_frame_27.jpg,27,Y
37,/content/drive/MyDrive/work2/Frames/37/37_frame_28.jpg,28,Y
36,/content/drive/MyDrive/work2/Frames/36/36_frame_0.jpg,0,N
36,/content/drive/MyDrive/work2/Frames/36/36_frame_1.jpg,1,N
36,/content/drive/MyDrive/work2/Frames/36/36_frame_2.jpg,2,Y
36,/content/drive/MyDrive/work2/Frames/36/36_frame_3.jpg,3,Y
36,/content/drive/MyDrive/work2/Frames/36/36_frame_4.jpg,4,N
36,/content/drive/MyDrive/work2/Frames/36/36_frame_5.jpg,5,Y
36,/content/drive/MyDrive/work2/Frames/36/36_frame_6.jpg,6,N
36,/content/drive/MyDrive/work2/Frames/36/36_frame_7.jpg,7,N
36,/content/drive/MyDrive/work2/Frames/36/36_frame_8.jpg,8,Y
36,/content/drive/MyDrive/work2/Frames/36/36_frame_9.jpg,9,Y
36,/content/drive/MyDrive/work2/Frames/36/36_frame_10.jpg,10,N
36,/content/drive/MyDrive/work2/Frames/36/36_frame_11.jpg,11,N
36,/content/drive/MyDrive/work2/Frames/36/36_frame_12.jpg,12,N
36,/content/drive/MyDrive/work2/Frames/36/36_frame_13.jpg,13,N
36,/content/drive/MyDrive/work2/Frames/36/36_frame_14.jpg,14,N
36,/content/drive/MyDrive/work2/Frames/36/36_frame_15.jpg,15,N
1,/content/drive/MyDrive/work2/Frames/1/1_frame_0.jpg,0,N
1,/content/drive/MyDrive/work2/Frames/1/1_frame_1.jpg,1,Y
1,/content/drive/MyDrive/work2/Frames/1/1_frame_2.jpg,2,Y
1,/content/drive/MyDrive/work2/Frames/1/1_frame_3.jpg,3,Y
1,/content/drive/MyDrive/work2/Frames/1/1_frame_4.jpg,4,Y
1,/content/drive/MyDrive/work2/Frames/1/1_frame_5.jpg,5,Y
1,/content/drive/MyDrive/work2/Frames/1/1_frame_6.jpg,6,Y
1,/content/drive/MyDrive/work2/Frames/1/1_frame_7.jpg,7,Y
1,/content/drive/MyDrive/work2/Frames/1/1_frame_8.jpg,8,Y
1,/content/drive/MyDrive/work2/Frames/1/1_frame_9.jpg,9,Y
1,/content/drive/MyDrive/work2/Frames/1/1_frame_10.jpg,10,Y
1,/content/drive/MyDrive/work2/Frames/1/1_frame_11.jpg,11,Y
1,/content/drive/MyDrive/work2/Frames/1/1_frame_12.jpg,12,Y
1,/content/drive/MyDrive/work2/Frames/1/1_frame_13.jpg,13,Y
1,/content/drive/MyDrive/work2/Frames/1/1_frame_14.jpg,14,Y
1,/content/drive/MyDrive/work2/Frames/1/1_frame_15.jpg,15,Y
1,/content/drive/MyDrive/work2/Frames/1/1_frame_16.jpg,16,Y
1,/content/drive/MyDrive/work2/Frames/1/1_frame_17.jpg,17,Y
1,/content/drive/MyDrive/work2/Frames/1/1_frame_18.jpg,18,Y
1,/content/drive/MyDrive/work2/Frames/1/1_frame_19.jpg,19,Y
33,/content/drive/MyDrive/work2/Frames/33/33_frame_0.jpg,0,N
33,/content/drive/MyDrive/work2/Frames/33/33_frame_1.jpg,1,N
33,/content/drive/MyDrive/work2/Frames/33/33_frame_2.jpg,2,Y
33,/content/drive/MyDrive/work2/Frames/33/33_frame_3.jpg,3,N
33,/content/drive/MyDrive/work2/Frames/33/33_frame_4.jpg,4,Y
33,/content/drive/MyDrive/work2/Frames/33/33_frame_5.jpg,5,N
33,/content/drive/MyDrive/work2/Frames/33/33_frame_6.jpg,6,Y
33,/content/drive/MyDrive/work2/Frames/33/33_frame_7.jpg,7,Y
33,/content/drive/MyDrive/work2/Frames/33/33_frame_8.jpg,8,Y
33,/content/drive/MyDrive/work2/Frames/33/33_frame_9.jpg,9,N
33,/content/drive/MyDrive/work2/Frames/33/33_frame_10.jpg,10,N
33,/content/drive/MyDrive/work2/Frames/33/33_frame_11.jpg,11,N
33,/content/drive/MyDrive/work2/Frames/33/33_frame_12.jpg,12,N
33,/content/drive/MyDrive/work2/Frames/33/33_frame_13.jpg,13,N
33,/content/drive/MyDrive/work2/Frames/33/33_frame_14.jpg,14,N
33,/content/drive/MyDrive/work2/Frames/33/33_frame_15.jpg,15,Y
33,/content/drive/MyDrive/work2/Frames/33/33_frame_16.jpg,16,N
33,/content/drive/MyDrive/work2/Frames/33/33_frame_17.jpg,17,N
33,/content/drive/MyDrive/work2/Frames/33/33_frame_18.jpg,18,N
33,/content/drive/MyDrive/work2/Frames/33/33_frame_19.jpg,19,Y
33,/content/drive/MyDrive/work2/Frames/33/33_frame_20.jpg,20,N
