video_name,time_period,frame_path,age,gender,race,emotion
35.mp4,24,/content/gdrive/MyDrive/work2/frame_files/35/35@second_24.jpg,26,"{'Woman': 0.0028791557269869372, 'Man': 99.99711513519287}",middle eastern,neutral
35.mp4,25,/content/gdrive/MyDrive/work2/frame_files/35/35@second_25.jpg,25,"{'Woman': 0.0010559015208855271, 'Man': 99.998939037323}",middle eastern,neutral
35.mp4,26,/content/gdrive/MyDrive/work2/frame_files/35/35@second_26.jpg,25,"{'Woman': 0.0016436535588582046, 'Man': 99.9983549118042}",middle eastern,neutral
35.mp4,27,/content/gdrive/MyDrive/work2/frame_files/35/35@second_27.jpg,23,"{'Woman': 0.0014273573469836265, 'Man': 99.99856948852539}",middle eastern,neutral
35.mp4,28,/content/gdrive/MyDrive/work2/frame_files/35/35@second_28.jpg,24,"{'Woman': 0.0020506418877630495, 'Man': 99.99794960021973}",middle eastern,neutral
25.mp4,0,/content/gdrive/MyDrive/work2/frame_files/25/25@second_0.jpg,26,"{'Woman': 5.166160315275192, 'Man': 94.83383893966675}",latino hispanic,happy
25.mp4,1,/content/gdrive/MyDrive/work2/frame_files/25/25@second_1.jpg,28,"{'Woman': 0.7071682251989841, 'Man': 99.29283261299133}",white,sad
25.mp4,2,/content/gdrive/MyDrive/work2/frame_files/25/25@second_2.jpg,24,"{'Woman': 1.7765939235687256, 'Man': 98.22340607643127}",latino hispanic,sad
25.mp4,3,/content/gdrive/MyDrive/work2/frame_files/25/25@second_3.jpg,25,"{'Woman': 31.91564381122589, 'Man': 68.08435320854187}",latino hispanic,sad
25.mp4,4,/content/gdrive/MyDrive/work2/frame_files/25/25@second_4.jpg,28,"{'Woman': 1.9807370379567146, 'Man': 98.01926016807556}",latino hispanic,neutral
25.mp4,5,/content/gdrive/MyDrive/work2/frame_files/25/25@second_5.jpg,28,"{'Woman': 38.74361217021942, 'Man': 61.25639081001282}",latino hispanic,sad
25.mp4,6,/content/gdrive/MyDrive/work2/frame_files/25/25@second_6.jpg,28,"{'Woman': 71.74716591835022, 'Man': 28.25283408164978}",latino hispanic,happy
25.mp4,7,/content/gdrive/MyDrive/work2/frame_files/25/25@second_7.jpg,28,"{'Woman': 11.69736236333847, 'Man': 88.30264210700989}",latino hispanic,fear
25.mp4,8,/content/gdrive/MyDrive/work2/frame_files/25/25@second_8.jpg,25,"{'Woman': 3.762594237923622, 'Man': 96.23740911483765}",latino hispanic,fear
25.mp4,9,/content/gdrive/MyDrive/work2/frame_files/25/25@second_9.jpg,27,"{'Woman': 7.3956020176410675, 'Man': 92.60439276695251}",latino hispanic,happy
25.mp4,10,/content/gdrive/MyDrive/work2/frame_files/25/25@second_10.jpg,29,"{'Woman': 0.6098648998886347, 'Man': 99.39013719558716}",latino hispanic,neutral
25.mp4,11,/content/gdrive/MyDrive/work2/frame_files/25/25@second_11.jpg,29,"{'Woman': 0.3119241911917925, 'Man': 99.68807697296143}",white,sad
25.mp4,12,/content/gdrive/MyDrive/work2/frame_files/25/25@second_12.jpg,29,"{'Woman': 0.42836680077016354, 'Man': 99.57162737846375}",latino hispanic,sad
25.mp4,13,/content/gdrive/MyDrive/work2/frame_files/25/25@second_13.jpg,27,"{'Woman': 0.2777480985969305, 'Man': 99.72225427627563}",latino hispanic,neutral
25.mp4,14,/content/gdrive/MyDrive/work2/frame_files/25/25@second_14.jpg,28,"{'Woman': 29.810550808906555, 'Man': 70.18945217132568}",latino hispanic,fear
25.mp4,15,/content/gdrive/MyDrive/work2/frame_files/25/25@second_15.jpg,28,"{'Woman': 1.926329918205738, 'Man': 98.07367324829102}",latino hispanic,neutral
25.mp4,16,/content/gdrive/MyDrive/work2/frame_files/25/25@second_16.jpg,28,"{'Woman': 0.27532095555216074, 'Man': 99.72468614578247}",latino hispanic,happy
25.mp4,17,/content/gdrive/MyDrive/work2/frame_files/25/25@second_17.jpg,27,"{'Woman': 43.72925162315369, 'Man': 56.27074837684631}",latino hispanic,neutral
25.mp4,18,/content/gdrive/MyDrive/work2/frame_files/25/25@second_18.jpg,28,"{'Woman': 26.38770341873169, 'Man': 73.61229658126831}",latino hispanic,happy
25.mp4,19,/content/gdrive/MyDrive/work2/frame_files/25/25@second_19.jpg,26,"{'Woman': 23.106233775615692, 'Man': 76.89375877380371}",latino hispanic,sad
25.mp4,20,/content/gdrive/MyDrive/work2/frame_files/25/25@second_20.jpg,28,"{'Woman': 1.5194970183074474, 'Man': 98.48050475120544}",middle eastern,happy
25.mp4,21,/content/gdrive/MyDrive/work2/frame_files/25/25@second_21.jpg,26,"{'Woman': 0.7314671762287617, 'Man': 99.2685317993164}",latino hispanic,neutral
25.mp4,22,/content/gdrive/MyDrive/work2/frame_files/25/25@second_22.jpg,33,"{'Woman': 9.288106858730316, 'Man': 90.71189761161804}",white,surprise
17.mp4,0,/content/gdrive/MyDrive/work2/frame_files/17/17@second_0.jpg,27,"{'Woman': 9.406457841396332, 'Man': 90.59354662895203}",middle eastern,neutral
17.mp4,0,/content/gdrive/MyDrive/work2/frame_files/17/17@second_0.jpg,27,"{'Woman': 9.406457841396332, 'Man': 90.59354662895203}",middle eastern,neutral
17.mp4,1,/content/gdrive/MyDrive/work2/frame_files/17/17@second_1.jpg,23,"{'Woman': 79.5626699924469, 'Man': 20.43733447790146}",middle eastern,fear
17.mp4,2,/content/gdrive/MyDrive/work2/frame_files/17/17@second_2.jpg,27,"{'Woman': 71.22313380241394, 'Man': 28.77686321735382}",middle eastern,sad
17.mp4,3,/content/gdrive/MyDrive/work2/frame_files/17/17@second_3.jpg,32,"{'Woman': 20.434045791625977, 'Man': 79.56594824790955}",indian,sad
17.mp4,4,/content/gdrive/MyDrive/work2/frame_files/17/17@second_4.jpg,26,"{'Woman': 67.3888087272644, 'Man': 32.611194252967834}",middle eastern,neutral
17.mp4,5,/content/gdrive/MyDrive/work2/frame_files/17/17@second_5.jpg,32,"{'Woman': 54.322123527526855, 'Man': 45.67787945270538}",indian,neutral
17.mp4,6,/content/gdrive/MyDrive/work2/frame_files/17/17@second_6.jpg,29,"{'Woman': 9.418439120054245, 'Man': 90.5815601348877}",indian,neutral
17.mp4,7,/content/gdrive/MyDrive/work2/frame_files/17/17@second_7.jpg,26,"{'Woman': 10.832682251930237, 'Man': 89.16731476783752}",middle eastern,fear
17.mp4,8,/content/gdrive/MyDrive/work2/frame_files/17/17@second_8.jpg,30,"{'Woman': 16.42022281885147, 'Man': 83.57977867126465}",indian,neutral
17.mp4,9,/content/gdrive/MyDrive/work2/frame_files/17/17@second_9.jpg,29,"{'Woman': 32.60858356952667, 'Man': 67.39141941070557}",middle eastern,fear
17.mp4,10,/content/gdrive/MyDrive/work2/frame_files/17/17@second_10.jpg,30,"{'Woman': 27.476191520690918, 'Man': 72.52380847930908}",indian,angry
17.mp4,11,/content/gdrive/MyDrive/work2/frame_files/17/17@second_11.jpg,28,"{'Woman': 30.122065544128418, 'Man': 69.8779284954071}",indian,neutral
17.mp4,12,/content/gdrive/MyDrive/work2/frame_files/17/17@second_12.jpg,29,"{'Woman': 41.11710786819458, 'Man': 58.88288617134094}",middle eastern,angry
17.mp4,13,/content/gdrive/MyDrive/work2/frame_files/17/17@second_13.jpg,31,"{'Woman': 16.502860188484192, 'Man': 83.49713087081909}",middle eastern,neutral
17.mp4,14,/content/gdrive/MyDrive/work2/frame_files/17/17@second_14.jpg,32,"{'Woman': 17.63930320739746, 'Man': 82.36069679260254}",indian,neutral
17.mp4,15,/content/gdrive/MyDrive/work2/frame_files/17/17@second_15.jpg,29,"{'Woman': 11.079754680395126, 'Man': 88.92024755477905}",indian,neutral
17.mp4,16,/content/gdrive/MyDrive/work2/frame_files/17/17@second_16.jpg,31,"{'Woman': 73.9431083202362, 'Man': 26.056894659996033}",indian,neutral
17.mp4,17,/content/gdrive/MyDrive/work2/frame_files/17/17@second_17.jpg,26,"{'Woman': 43.05847883224487, 'Man': 56.94152116775513}",latino hispanic,happy
17.mp4,18,/content/gdrive/MyDrive/work2/frame_files/17/17@second_18.jpg,30,"{'Woman': 58.54504704475403, 'Man': 41.45495593547821}",indian,happy
17.mp4,19,/content/gdrive/MyDrive/work2/frame_files/17/17@second_19.jpg,26,"{'Woman': 80.9096097946167, 'Man': 19.090387225151062}",indian,neutral
17.mp4,20,/content/gdrive/MyDrive/work2/frame_files/17/17@second_20.jpg,29,"{'Woman': 69.81963515281677, 'Man': 30.18036186695099}",middle eastern,neutral
17.mp4,20,/content/gdrive/MyDrive/work2/frame_files/17/17@second_20.jpg,29,"{'Woman': 69.81963515281677, 'Man': 30.18036186695099}",middle eastern,neutral
17.mp4,21,/content/gdrive/MyDrive/work2/frame_files/17/17@second_21.jpg,29,"{'Woman': 91.99473261833191, 'Man': 8.005262166261673}",middle eastern,neutral
17.mp4,22,/content/gdrive/MyDrive/work2/frame_files/17/17@second_22.jpg,24,"{'Woman': 82.87898302078247, 'Man': 17.12101250886917}",middle eastern,neutral
17.mp4,23,/content/gdrive/MyDrive/work2/frame_files/17/17@second_23.jpg,24,"{'Woman': 16.40470176935196, 'Man': 83.59529972076416}",middle eastern,sad
17.mp4,24,/content/gdrive/MyDrive/work2/frame_files/17/17@second_24.jpg,31,"{'Woman': 87.73496747016907, 'Man': 12.265033274888992}",latino hispanic,happy
17.mp4,25,/content/gdrive/MyDrive/work2/frame_files/17/17@second_25.jpg,31,"{'Woman': 79.1517436504364, 'Man': 20.84825038909912}",indian,happy
17.mp4,26,/content/gdrive/MyDrive/work2/frame_files/17/17@second_26.jpg,29,"{'Woman': 11.28394678235054, 'Man': 88.716059923172}",middle eastern,neutral
101.mp4,0,/content/gdrive/MyDrive/work2/frame_files/101/101@second_0.jpg,40,"{'Woman': 5.258159711956978, 'Man': 94.74183917045593}",white,happy
101.mp4,0,/content/gdrive/MyDrive/work2/frame_files/101/101@second_0.jpg,40,"{'Woman': 5.258159711956978, 'Man': 94.74183917045593}",white,happy
101.mp4,1,/content/gdrive/MyDrive/work2/frame_files/101/101@second_1.jpg,40,"{'Woman': 7.368333637714386, 'Man': 92.63166785240173}",white,angry
101.mp4,2,/content/gdrive/MyDrive/work2/frame_files/101/101@second_2.jpg,40,"{'Woman': 7.650354504585266, 'Man': 92.34964847564697}",white,happy
101.mp4,3,/content/gdrive/MyDrive/work2/frame_files/101/101@second_3.jpg,41,"{'Woman': 5.907109007239342, 'Man': 94.09289360046387}",white,happy
101.mp4,4,/content/gdrive/MyDrive/work2/frame_files/101/101@second_4.jpg,40,"{'Woman': 6.4357660710811615, 'Man': 93.56423616409302}",white,happy
101.mp4,5,/content/gdrive/MyDrive/work2/frame_files/101/101@second_5.jpg,38,"{'Woman': 6.153604760766029, 'Man': 93.84639263153076}",white,happy
101.mp4,6,/content/gdrive/MyDrive/work2/frame_files/101/101@second_6.jpg,24,"{'Woman': 0.6117766723036766, 'Man': 99.38822984695435}",latino hispanic,neutral
101.mp4,7,/content/gdrive/MyDrive/work2/frame_files/101/101@second_7.jpg,39,"{'Woman': 5.111677199602127, 'Man': 94.88832354545593}",white,angry
101.mp4,8,/content/gdrive/MyDrive/work2/frame_files/101/101@second_8.jpg,25,"{'Woman': 4.740642756223679, 'Man': 95.25936245918274}",indian,neutral
101.mp4,9,/content/gdrive/MyDrive/work2/frame_files/101/101@second_9.jpg,28,"{'Woman': 54.72639799118042, 'Man': 45.27359902858734}",white,sad
101.mp4,10,/content/gdrive/MyDrive/work2/frame_files/101/101@second_10.jpg,25,"{'Woman': 0.8301751688122749, 'Man': 99.16982650756836}",latino hispanic,sad
101.mp4,11,/content/gdrive/MyDrive/work2/frame_files/101/101@second_11.jpg,25,"{'Woman': 1.4875970780849457, 'Man': 98.51240515708923}",latino hispanic,neutral
101.mp4,12,/content/gdrive/MyDrive/work2/frame_files/101/101@second_12.jpg,23,"{'Woman': 2.3824695497751236, 'Man': 97.61752486228943}",latino hispanic,sad
101.mp4,13,/content/gdrive/MyDrive/work2/frame_files/101/101@second_13.jpg,27,"{'Woman': 20.90916335582733, 'Man': 79.09083366394043}",middle eastern,happy
101.mp4,14,/content/gdrive/MyDrive/work2/frame_files/101/101@second_14.jpg,23,"{'Woman': 0.3874569898471236, 'Man': 99.61254000663757}",latino hispanic,sad
101.mp4,15,/content/gdrive/MyDrive/work2/frame_files/101/101@second_15.jpg,24,"{'Woman': 0.6922504398971796, 'Man': 99.30775165557861}",middle eastern,sad
101.mp4,16,/content/gdrive/MyDrive/work2/frame_files/101/101@second_16.jpg,23,"{'Woman': 0.22660777904093266, 'Man': 99.77339506149292}",latino hispanic,sad
101.mp4,17,/content/gdrive/MyDrive/work2/frame_files/101/101@second_17.jpg,23,"{'Woman': 0.16689395997673273, 'Man': 99.83311295509338}",latino hispanic,sad
101.mp4,18,/content/gdrive/MyDrive/work2/frame_files/101/101@second_18.jpg,24,"{'Woman': 0.3554499475285411, 'Man': 99.64454770088196}",latino hispanic,sad
101.mp4,19,/content/gdrive/MyDrive/work2/frame_files/101/101@second_19.jpg,38,"{'Woman': 5.0562534481287, 'Man': 94.94373798370361}",white,happy
101.mp4,20,/content/gdrive/MyDrive/work2/frame_files/101/101@second_20.jpg,38,"{'Woman': 4.864310100674629, 'Man': 95.13569474220276}",white,happy
101.mp4,20,/content/gdrive/MyDrive/work2/frame_files/101/101@second_20.jpg,38,"{'Woman': 4.864310100674629, 'Man': 95.13569474220276}",white,happy
101.mp4,21,/content/gdrive/MyDrive/work2/frame_files/101/101@second_21.jpg,40,"{'Woman': 5.7914238423109055, 'Man': 94.20858025550842}",white,sad
2.mp4,0,/content/gdrive/MyDrive/work2/frame_files/2/2@second_0.jpg,27,"{'Woman': 71.90548181533813, 'Man': 28.094515204429626}",white,happy
2.mp4,0,/content/gdrive/MyDrive/work2/frame_files/2/2@second_0.jpg,27,"{'Woman': 71.90548181533813, 'Man': 28.094515204429626}",white,happy
2.mp4,1,/content/gdrive/MyDrive/work2/frame_files/2/2@second_1.jpg,28,"{'Woman': 75.6604552268982, 'Man': 24.339544773101807}",white,neutral
2.mp4,2,/content/gdrive/MyDrive/work2/frame_files/2/2@second_2.jpg,32,"{'Woman': 86.49842739105225, 'Man': 13.501572608947754}",white,fear
2.mp4,3,/content/gdrive/MyDrive/work2/frame_files/2/2@second_3.jpg,32,"{'Woman': 8.064471185207367, 'Man': 91.93553328514099}",latino hispanic,neutral
2.mp4,4,/content/gdrive/MyDrive/work2/frame_files/2/2@second_4.jpg,30,"{'Woman': 83.75486731529236, 'Man': 16.245131194591522}",white,neutral
2.mp4,5,/content/gdrive/MyDrive/work2/frame_files/2/2@second_5.jpg,26,"{'Woman': 62.877923250198364, 'Man': 37.122076749801636}",asian,neutral
2.mp4,6,/content/gdrive/MyDrive/work2/frame_files/2/2@second_6.jpg,32,"{'Woman': 65.92501997947693, 'Man': 34.07498002052307}",latino hispanic,sad
2.mp4,7,/content/gdrive/MyDrive/work2/frame_files/2/2@second_7.jpg,29,"{'Woman': 9.997822344303131, 'Man': 90.00217914581299}",latino hispanic,fear
2.mp4,8,/content/gdrive/MyDrive/work2/frame_files/2/2@second_8.jpg,30,"{'Woman': 88.11824321746826, 'Man': 11.881761252880096}",white,neutral
2.mp4,9,/content/gdrive/MyDrive/work2/frame_files/2/2@second_9.jpg,32,"{'Woman': 8.615972101688385, 'Man': 91.38402938842773}",latino hispanic,fear
2.mp4,10,/content/gdrive/MyDrive/work2/frame_files/2/2@second_10.jpg,30,"{'Woman': 1.8476538360118866, 'Man': 98.15234541893005}",middle eastern,happy
2.mp4,11,/content/gdrive/MyDrive/work2/frame_files/2/2@second_11.jpg,39,"{'Woman': 10.09848564863205, 'Man': 89.90151882171631}",white,fear
2.mp4,12,/content/gdrive/MyDrive/work2/frame_files/2/2@second_12.jpg,32,"{'Woman': 42.10907220840454, 'Man': 57.89092779159546}",latino hispanic,neutral
2.mp4,13,/content/gdrive/MyDrive/work2/frame_files/2/2@second_13.jpg,32,"{'Woman': 26.435330510139465, 'Man': 73.56466054916382}",latino hispanic,neutral
2.mp4,14,/content/gdrive/MyDrive/work2/frame_files/2/2@second_14.jpg,28,"{'Woman': 92.11238026618958, 'Man': 7.887622714042664}",white,neutral
2.mp4,15,/content/gdrive/MyDrive/work2/frame_files/2/2@second_15.jpg,32,"{'Woman': 75.34137964248657, 'Man': 24.65861737728119}",latino hispanic,sad
2.mp4,16,/content/gdrive/MyDrive/work2/frame_files/2/2@second_16.jpg,39,"{'Woman': 31.87108337879181, 'Man': 68.12892556190491}",white,fear
2.mp4,17,/content/gdrive/MyDrive/work2/frame_files/2/2@second_17.jpg,29,"{'Woman': 47.83598184585571, 'Man': 52.164024114608765}",latino hispanic,fear
2.mp4,18,/content/gdrive/MyDrive/work2/frame_files/2/2@second_18.jpg,32,"{'Woman': 98.93717765808105, 'Man': 1.0628235526382923}",latino hispanic,neutral
2.mp4,19,/content/gdrive/MyDrive/work2/frame_files/2/2@second_19.jpg,29,"{'Woman': 80.53096532821655, 'Man': 19.46902871131897}",middle eastern,neutral
2.mp4,20,/content/gdrive/MyDrive/work2/frame_files/2/2@second_20.jpg,25,"{'Woman': 18.815916776657104, 'Man': 81.18407726287842}",middle eastern,neutral
2.mp4,20,/content/gdrive/MyDrive/work2/frame_files/2/2@second_20.jpg,25,"{'Woman': 18.815916776657104, 'Man': 81.18407726287842}",middle eastern,neutral
2.mp4,21,/content/gdrive/MyDrive/work2/frame_files/2/2@second_21.jpg,34,"{'Woman': 7.463815063238144, 'Man': 92.53618717193604}",latino hispanic,neutral
2.mp4,22,/content/gdrive/MyDrive/work2/frame_files/2/2@second_22.jpg,30,"{'Woman': 13.704027235507965, 'Man': 86.29597425460815}",latino hispanic,neutral
79.mp4,0,/content/gdrive/MyDrive/work2/frame_files/79/79@second_0.jpg,28,"{'Woman': 0.14138711849227548, 'Man': 99.85861778259277}",middle eastern,sad
79.mp4,1,/content/gdrive/MyDrive/work2/frame_files/79/79@second_1.jpg,33,"{'Woman': 16.58121943473816, 'Man': 83.41877460479736}",white,fear
79.mp4,2,/content/gdrive/MyDrive/work2/frame_files/79/79@second_2.jpg,24,"{'Woman': 0.015821823035366833, 'Man': 99.98418092727661}",middle eastern,sad
79.mp4,3,/content/gdrive/MyDrive/work2/frame_files/79/79@second_3.jpg,24,"{'Woman': 0.003195071258232929, 'Man': 99.99680519104004}",middle eastern,neutral
79.mp4,4,/content/gdrive/MyDrive/work2/frame_files/79/79@second_4.jpg,27,"{'Woman': 0.002711273373279255, 'Man': 99.9972939491272}",indian,neutral
79.mp4,5,/content/gdrive/MyDrive/work2/frame_files/79/79@second_5.jpg,27,"{'Woman': 0.004709997301688418, 'Man': 99.99529123306274}",middle eastern,sad
79.mp4,6,/content/gdrive/MyDrive/work2/frame_files/79/79@second_6.jpg,33,"{'Woman': 16.09991192817688, 'Man': 83.9000940322876}",white,fear
79.mp4,7,/content/gdrive/MyDrive/work2/frame_files/79/79@second_7.jpg,32,"{'Woman': 0.0025465649741818197, 'Man': 99.99744892120361}",middle eastern,neutral
79.mp4,8,/content/gdrive/MyDrive/work2/frame_files/79/79@second_8.jpg,26,"{'Woman': 0.013168952136766165, 'Man': 99.98682737350464}",indian,neutral
79.mp4,9,/content/gdrive/MyDrive/work2/frame_files/79/79@second_9.jpg,29,"{'Woman': 0.05985518218949437, 'Man': 99.94014501571655}",middle eastern,neutral
79.mp4,10,/content/gdrive/MyDrive/work2/frame_files/79/79@second_10.jpg,27,"{'Woman': 0.013515711179934442, 'Man': 99.98648166656494}",middle eastern,neutral
79.mp4,11,/content/gdrive/MyDrive/work2/frame_files/79/79@second_11.jpg,31,"{'Woman': 0.007438912143697962, 'Man': 99.99256134033203}",middle eastern,neutral
79.mp4,12,/content/gdrive/MyDrive/work2/frame_files/79/79@second_12.jpg,27,"{'Woman': 0.0045207438233774155, 'Man': 99.99548196792603}",middle eastern,neutral
79.mp4,13,/content/gdrive/MyDrive/work2/frame_files/79/79@second_13.jpg,28,"{'Woman': 0.015757864457555115, 'Man': 99.98424053192139}",middle eastern,neutral
79.mp4,14,/content/gdrive/MyDrive/work2/frame_files/79/79@second_14.jpg,37,"{'Woman': 0.006215117173269391, 'Man': 99.9937891960144}",middle eastern,neutral
79.mp4,15,/content/gdrive/MyDrive/work2/frame_files/79/79@second_15.jpg,22,"{'Woman': 0.002624782791826874, 'Man': 99.99737739562988}",indian,neutral
79.mp4,16,/content/gdrive/MyDrive/work2/frame_files/79/79@second_16.jpg,23,"{'Woman': 0.0018500812075217254, 'Man': 99.99815225601196}",middle eastern,neutral
