audio_name,word,start_time,end_time
11.wav,ہوتا,27,28
11.wav,ہے,28,28
11.wav,اور,28,28
11.wav,یہ,28,29
11.wav,گانا,29,30
11.wav,بھیجو,30,30
12.wav,السلام,0,1
12.wav,علیکم,1,1
12.wav,آج,1,2
12.wav,میں,2,2
12.wav,آپ,2,2
12.wav,کو,2,2
12.wav,لے,2,2
12.wav,سکے,2,2
12.wav,نشناختن,2,3
12.wav,جا,3,3
12.wav,رہا,3,3
12.wav,ہوں,3,4
12.wav,کسی,4,4
12.wav,کے,4,4
12.wav,لئے,4,4
12.wav,لیس,4,5
12.wav,کھانے,5,5
12.wav,سے,5,6
12.wav,انسان,6,7
12.wav,کو,7,7
12.wav,دل,7,7
12.wav,کی,7,8
12.wav,بیماریاں,8,8
12.wav,ہوتی,8,8
12.wav,ہیں,8,8
12.wav,انسان,8,9
12.wav,ہیں,9,12
12.wav,اب,12,12
12.wav,کینسر,12,13
12.wav,ہوتا,13,13
12.wav,ہے,13,14
12.wav,ہائی,14,14
12.wav,بلڈ,14,14
12.wav,پریشر,14,14
12.wav,ہو,14,14
12.wav,جاتا,14,15
12.wav,ہے,15,15
12.wav,اس,15,16
12.wav,کے,16,16
12.wav,علاوہ,16,16
12.wav,آپ,16,16
12.wav,پولیس,16,17
12.wav,کھانے,17,17
12.wav,سے,17,18
12.wav,جو,18,18
12.wav,آپ,18,18
12.wav,کا,18,18
12.wav,بیٹا,18,19
12.wav,ہو,19,19
12.wav,بھی,19,19
12.wav,جاتا,19,20
12.wav,ہے,20,20
12.wav,ہے,20,21
12.wav,مطلب,21,22
12.wav,آپ,22,22
12.wav,سے,22,22
12.wav,بڑھ,22,23
12.wav,جاتا,23,23
12.wav,ہے,23,23
12.wav,اس,23,24
12.wav,بیماری,24,25
12.wav,ہو,25,25
12.wav,سکتی,25,25
12.wav,ہیں,25,26
12.wav,لیکن,26,26
12.wav,صرف,26,27
12.wav,پارٹی,27,27
12.wav,سے,27,27
12.wav,کی,27,29
12.wav,بیماریاں,29,29
13.wav,جب,0,1
13.wav,میری,1,1
13.wav,سکھاتا,1,2
13.wav,ہوں,2,2
13.wav,مجھے,2,3
13.wav,ایک,3,3
13.wav,خوشنما,3,4
13.wav,محسوس,4,5
13.wav,ہوتا,5,5
13.wav,ہے,5,6
13.wav,کہ,6,11
13.wav,بس,11,11
13.wav,ایک,11,12
13.wav,پل,12,12
13.wav,میں,12,12
13.wav,دل,12,13
13.wav,بھر,13,14
13.wav,جاتا,14,14
13.wav,ہے,14,14
14.wav,نہیں,0,1
14.wav,کرنی,1,2
14.wav,تو,2,2
14.wav,مجھے,2,2
14.wav,بہت,2,2
14.wav,زیادہ,2,2
14.wav,تھی,2,3
14.wav,لیکن,3,3
14.wav,ان,3,3
14.wav,کی,3,3
14.wav,خرید,3,4
14.wav,و,4,4
14.wav,فروخت,4,4
14.wav,میں,4,4
14.wav,ایک,4,4
14.wav,ایسا,4,5
14.wav,نظر,5,5
14.wav,آتا,5,5
14.wav,ہے,5,5
14.wav,نہ,5,6
14.wav,صرف,6,6
14.wav,اسلامی,6,6
14.wav,بینک,6,6
14.wav,میں,6,7
14.wav,کام,7,8
14.wav,کرنا,8,9
14.wav,شروع,9,9
14.wav,کر,9,9
14.wav,دیا,9,10
14.wav,اور,10,10
14.wav,اس,10,10
14.wav,کے,10,14
14.wav,گردونواح,14,16
14.wav,کے,16,16
14.wav,ساتھ,16,16
14.wav,ہی,16,16
14.wav,وہ,16,17
14.wav,اس,17,17
14.wav,کو,17,17
14.wav,برداشت,17,18
14.wav,کرنا,18,18
14.wav,چاہتے,18,18
14.wav,ہیں,18,18
14.wav,کہ,18,18
14.wav,جو,18,19
14.wav,لوگ,19,19
14.wav,ضرورتمند,19,19
14.wav,فرقے,19,20
14.wav,کی,20,20
14.wav,ہے,20,20
14.wav,وہ,20,21
14.wav,درج,21,22
14.wav,کیا,22,23
14.wav,تھا,23,23
15.wav,کبھی,0,5
15.wav,نظر,5,5
15.wav,آتی,5,5
15.wav,ہے,5,5
15.wav,نہ,5,6
15.wav,صرف,6,7
15.wav,یہ,7,7
15.wav,بلکہ,7,7
15.wav,پہلے,7,8
15.wav,سے,8,8
15.wav,بھی,8,8
15.wav,بڑھ,8,9
15.wav,کر,9,10
15.wav,ہے,10,10
15.wav,اور,10,10
15.wav,اس,10,10
15.wav,میں,10,11
15.wav,سے,11,11
15.wav,ایک,11,11
15.wav,ہیں,11,11
15.wav,ان,11,14
15.wav,کو,14,15
15.wav,بین,15,15
15.wav,کرنا,15,16
15.wav,چاہیے,16,16
16.wav,دنیا,0,1
16.wav,بھر,1,1
16.wav,میں,1,1
16.wav,سب,1,2
16.wav,سے,2,2
16.wav,زیادہ,2,2
16.wav,تھی,2,3
16.wav,لیکن,3,3
16.wav,اب,3,3
16.wav,بھی,3,4
16.wav,خرید,4,4
16.wav,و,4,4
16.wav,فروخت,4,4
16.wav,میں,4,4
16.wav,کمی,4,5
16.wav,نظر,5,5
16.wav,آتی,5,5
16.wav,ہے,5,5
16.wav,اس,5,8
16.wav,کا,8,8
16.wav,کیا,8,9
16.wav,مطلب,9,11
16.wav,ہے,11,12
16.wav,اس,12,16
16.wav,کا,16,16
16.wav,بائیکاٹ,16,17
16.wav,کرنا,17,17
16.wav,ضروری,17,18
16.wav,ہے,18,18
17.wav,لیڈیز,0,6
17.wav,کی,6,7
17.wav,لیول,7,8
17.wav,اور,8,8
17.wav,برانچ,8,9
17.wav,مجھے,9,10
17.wav,ہمیشہ,10,11
17.wav,آزاد,11,11
17.wav,کر,11,12
17.wav,دیا,12,12
17.wav,ہر,12,12
17.wav,ہر,12,13
17.wav,پیکج,13,14
17.wav,ایک,14,14
17.wav,نئی,14,15
17.wav,کی,15,16
17.wav,دنیا,16,16
17.wav,کا,16,17
17.wav,آغاز,17,18
17.wav,کرتی,18,18
17.wav,ہے,18,19
17.wav,بہت,19,24
17.wav,اچھے,24,25
17.wav,ہیں,25,26
18.wav,لیسبین,0,1
18.wav,ویسی,1,1
18.wav,ہوتا,1,2
18.wav,ہے,2,2
18.wav,جب,2,2
18.wav,بندہ,2,2
18.wav,بولتا,2,3
18.wav,ہے,3,4
18.wav,پھر,4,5
18.wav,بھی,5,5
18.wav,ہوتے,5,5
18.wav,ہیں,5,5
18.wav,لیکن,5,6
18.wav,جب,6,6
18.wav,وہ,6,6
18.wav,بندے,6,7
18.wav,کو,7,8
18.wav,بھوک,8,8
18.wav,نہیں,8,8
18.wav,لگتی,8,8
18.wav,ہے,8,8
18.wav,تو,8,9
18.wav,پھر,9,9
18.wav,نارمل,9,10
18.wav,رہتا,10,11
18.wav,ہے,11,11
18.wav,میں,11,12
18.wav,امن,12,13
18.wav,چاہتا,13,13
18.wav,ہے,13,13
18.wav,کہ,13,13
18.wav,گاؤں,13,14
18.wav,میں,14,14
18.wav,امن,14,15
18.wav,چاہتا,15,15
18.wav,ہے,15,15
18.wav,کہ,15,16
18.wav,نہ,16,16
18.wav,آؤ,16,16
18.wav,تو,16,17
18.wav,بندہ,17,18
18.wav,نیوز,18,18
18.wav,لیٹر,18,18
19.wav,یار,0,2
19.wav,جو,2,2
19.wav,ہے,2,2
19.wav,نا,2,2
19.wav,وہ,2,3
19.wav,مجھے,3,4
19.wav,اچھا,4,5
19.wav,نہیں,5,5
19.wav,لگتا,5,6
19.wav,کیوں,6,6
19.wav,نہیں,6,7
19.wav,جو,7,7
19.wav,بندہ,7,8
19.wav,کھا,8,9
19.wav,لیتے,9,9
19.wav,ہیں,9,9
19.wav,مجھے,9,9
19.wav,تم,9,10
19.wav,پر,10,10
19.wav,بہت,10,10
19.wav,زیادہ,10,11
19.wav,ہوتی,11,11
19.wav,ہے,11,12
19.wav,تو,12,12
19.wav,اس,12,12
19.wav,وجہ,12,13
19.wav,سے,13,13
19.wav,مجھے,13,13
19.wav,یاد,13,13
19.wav,لیز,13,14
19.wav,بالکل,14,14
19.wav,پسند,14,15
19.wav,ہی,15,15
19.wav,نہیں,15,15
19.wav,ہے,15,15
19.wav,تو,15,16
19.wav,میں,16,16
19.wav,آپ,16,16
19.wav,کو,16,17
19.wav,اسی,17,25
19.wav,ہوگا,25,25
19.wav,کیا,25,26
19.wav,کہ,26,26
19.wav,میں,26,26
19.wav,نے,26,26
19.wav,جل,26,27
19.wav,نہیں,27,27
19.wav,ہوگا,27,27
20.wav,یار,0,1
20.wav,لیکن,1,2
20.wav,جو,2,2
20.wav,ہوتے,2,2
20.wav,ہیں,2,2
20.wav,نا,2,2
20.wav,وہ,2,3
20.wav,بہت,3,3
20.wav,زیادہ,3,4
20.wav,مزہ,4,4
20.wav,آتا,4,4
20.wav,ہے,4,4
20.wav,جب,4,5
20.wav,بندے,5,5
20.wav,کو,5,5
20.wav,بھوک,5,6
20.wav,لگا,6,6
20.wav,ہوں,6,6
20.wav,اور,6,6
20.wav,لیٹ,6,7
20.wav,نائٹ,7,8
20.wav,ہو,8,8
20.wav,اور,8,8
20.wav,بندہ,8,9
20.wav,لے,9,9
20.wav,سکوں,9,9
20.wav,جو,9,10
20.wav,ہے,10,10
20.wav,وہ,10,10
20.wav,کیا,10,10
20.wav,ہے,10,10
20.wav,اور,10,11
20.wav,ساتھ,11,12
20.wav,ساتھ,12,12
20.wav,ہیں,12,12
20.wav,پھر,12,13
20.wav,کسی,13,13
20.wav,بھی,13,13
20.wav,ہو,13,13
20.wav,پھر,13,14
20.wav,تو,14,14
20.wav,اور,14,14
20.wav,مزہ,14,15
20.wav,آتا,15,15
20.wav,ہے,15,15
20.wav,واہ,15,15
20.wav,کیا,15,16
20.wav,بات,16,16
20.wav,ہے,16,16
20.wav,کاش,16,17
20.wav,میں,17,17
20.wav,آج,17,18
20.wav,جو,18,19
20.wav,ہے,19,19
20.wav,ٹرائی,19,19
20.wav,کرونگا,19,20
20.wav,کینیڈا,20,20
20.wav,میں,20,21
20.wav,لیسکو,21,23
20.wav,ضرور,23,23
20.wav,کروں,23,24
20.wav,گا,24,24
20.wav,آپ,24,24
20.wav,لوگوں,24,24
20.wav,کو,24,25
20.wav,بھی,25,25
20.wav,میسج,25,25
20.wav,کرو,25,25
20.wav,گے,25,26
20.wav,کہ,26,26
20.wav,ہم,26,26
20.wav,بھی,26,26
20.wav,لے,26,26
20.wav,آؤں,26,27
20.wav,گا,27,27
21.wav,السلام,0,1
21.wav,علیکم,1,1
21.wav,میرا,1,2
21.wav,نام,2,2
21.wav,محمد,2,2
21.wav,سلیمان,2,3
21.wav,ہے,3,3
21.wav,اور,3,3
21.wav,آج,3,4
21.wav,میں,4,4
21.wav,آپ,4,4
21.wav,لوگوں,4,4
21.wav,نے,4,4
21.wav,سیول,4,5
21.wav,میں,5,5
21.wav,کچھ,5,5
21.wav,بات,5,5
21.wav,بتانے,5,6
21.wav,والا,6,6
21.wav,ہوں,6,6
21.wav,لیکن,6,8
21.wav,جو,8,8
21.wav,ہے,8,8
21.wav,بالکل,8,8
21.wav,بھی,8,9
21.wav,نہیں,9,9
21.wav,کھانا,9,9
21.wav,چاہیے,9,10
21.wav,بہت,10,11
21.wav,ہی,11,11
21.wav,گھٹیا,11,11
21.wav,آج,11,12
21.wav,کل,12,13
21.wav,دے,13,13
21.wav,سکا,13,13
21.wav,میں,13,14
21.wav,آرہا,14,15
21.wav,ہے,15,15
21.wav,جو,15,16
21.wav,جسم,16,16
21.wav,میں,16,16
21.wav,بنتے,16,17
21.wav,ہو,17,17
21.wav,اور,17,17
21.wav,اس,17,17
21.wav,میں,17,18
21.wav,سور,18,18
21.wav,کی,18,19
21.wav,چربی,19,19
21.wav,گھلاتے,19,19
21.wav,اور,19,20
21.wav,جس,20,20
21.wav,سے,20,20
21.wav,مسلمانوں,20,22
21.wav,کو,22,22
21.wav,حل,22,23
21.wav,کرنے,23,24
21.wav,کی,24,24
21.wav,کوشش,24,24
21.wav,کی,24,24
21.wav,جا,24,24
21.wav,رہی,24,24
21.wav,ہے,24,25
21.wav,اور,25,25
21.wav,اگر,25,26
