video_name,time_period,frame_path,dominant_sentiment
35.mp4,17,/content/gdrive/MyDrive/work2/frame_files/35/35@second_17.jpg,Neutral
35.mp4,18,/content/gdrive/MyDrive/work2/frame_files/35/35@second_18.jpg,Neutral
35.mp4,19,/content/gdrive/MyDrive/work2/frame_files/35/35@second_19.jpg,Neutral
35.mp4,20,/content/gdrive/MyDrive/work2/frame_files/35/35@second_20.jpg,Neutral
35.mp4,21,/content/gdrive/MyDrive/work2/frame_files/35/35@second_21.jpg,Neutral
35.mp4,22,/content/gdrive/MyDrive/work2/frame_files/35/35@second_22.jpg,Neutral
35.mp4,23,/content/gdrive/MyDrive/work2/frame_files/35/35@second_23.jpg,Neutral
35.mp4,24,/content/gdrive/MyDrive/work2/frame_files/35/35@second_24.jpg,Neutral
35.mp4,25,/content/gdrive/MyDrive/work2/frame_files/35/35@second_25.jpg,Neutral
35.mp4,26,/content/gdrive/MyDrive/work2/frame_files/35/35@second_26.jpg,Neutral
35.mp4,27,/content/gdrive/MyDrive/work2/frame_files/35/35@second_27.jpg,Neutral
35.mp4,28,/content/gdrive/MyDrive/work2/frame_files/35/35@second_28.jpg,Neutral
25.mp4,0,/content/gdrive/MyDrive/work2/frame_files/25/25@second_0.jpg,Neutral
25.mp4,1,/content/gdrive/MyDrive/work2/frame_files/25/25@second_1.jpg,Neutral
25.mp4,2,/content/gdrive/MyDrive/work2/frame_files/25/25@second_2.jpg,Neutral
25.mp4,3,/content/gdrive/MyDrive/work2/frame_files/25/25@second_3.jpg,Neutral
25.mp4,4,/content/gdrive/MyDrive/work2/frame_files/25/25@second_4.jpg,Neutral
25.mp4,5,/content/gdrive/MyDrive/work2/frame_files/25/25@second_5.jpg,Neutral
25.mp4,6,/content/gdrive/MyDrive/work2/frame_files/25/25@second_6.jpg,Neutral
25.mp4,7,/content/gdrive/MyDrive/work2/frame_files/25/25@second_7.jpg,Neutral
25.mp4,8,/content/gdrive/MyDrive/work2/frame_files/25/25@second_8.jpg,Neutral
25.mp4,9,/content/gdrive/MyDrive/work2/frame_files/25/25@second_9.jpg,Neutral
25.mp4,10,/content/gdrive/MyDrive/work2/frame_files/25/25@second_10.jpg,Neutral
25.mp4,11,/content/gdrive/MyDrive/work2/frame_files/25/25@second_11.jpg,Neutral
25.mp4,12,/content/gdrive/MyDrive/work2/frame_files/25/25@second_12.jpg,Neutral
25.mp4,13,/content/gdrive/MyDrive/work2/frame_files/25/25@second_13.jpg,Neutral
25.mp4,14,/content/gdrive/MyDrive/work2/frame_files/25/25@second_14.jpg,Neutral
25.mp4,15,/content/gdrive/MyDrive/work2/frame_files/25/25@second_15.jpg,Neutral
25.mp4,16,/content/gdrive/MyDrive/work2/frame_files/25/25@second_16.jpg,Neutral
25.mp4,17,/content/gdrive/MyDrive/work2/frame_files/25/25@second_17.jpg,Neutral
25.mp4,18,/content/gdrive/MyDrive/work2/frame_files/25/25@second_18.jpg,Neutral
25.mp4,19,/content/gdrive/MyDrive/work2/frame_files/25/25@second_19.jpg,Neutral
25.mp4,20,/content/gdrive/MyDrive/work2/frame_files/25/25@second_20.jpg,Neutral
25.mp4,21,/content/gdrive/MyDrive/work2/frame_files/25/25@second_21.jpg,Neutral
25.mp4,22,/content/gdrive/MyDrive/work2/frame_files/25/25@second_22.jpg,Neutral
17.mp4,0,/content/gdrive/MyDrive/work2/frame_files/17/17@second_0.jpg,Neutral
17.mp4,0,/content/gdrive/MyDrive/work2/frame_files/17/17@second_0.jpg,Neutral
17.mp4,1,/content/gdrive/MyDrive/work2/frame_files/17/17@second_1.jpg,Neutral
17.mp4,2,/content/gdrive/MyDrive/work2/frame_files/17/17@second_2.jpg,Neutral
17.mp4,3,/content/gdrive/MyDrive/work2/frame_files/17/17@second_3.jpg,Neutral
17.mp4,4,/content/gdrive/MyDrive/work2/frame_files/17/17@second_4.jpg,Neutral
17.mp4,5,/content/gdrive/MyDrive/work2/frame_files/17/17@second_5.jpg,Neutral
17.mp4,6,/content/gdrive/MyDrive/work2/frame_files/17/17@second_6.jpg,Neutral
17.mp4,7,/content/gdrive/MyDrive/work2/frame_files/17/17@second_7.jpg,Neutral
17.mp4,8,/content/gdrive/MyDrive/work2/frame_files/17/17@second_8.jpg,Neutral
17.mp4,9,/content/gdrive/MyDrive/work2/frame_files/17/17@second_9.jpg,Neutral
17.mp4,10,/content/gdrive/MyDrive/work2/frame_files/17/17@second_10.jpg,Neutral
17.mp4,11,/content/gdrive/MyDrive/work2/frame_files/17/17@second_11.jpg,Neutral
17.mp4,12,/content/gdrive/MyDrive/work2/frame_files/17/17@second_12.jpg,Neutral
17.mp4,13,/content/gdrive/MyDrive/work2/frame_files/17/17@second_13.jpg,Neutral
17.mp4,14,/content/gdrive/MyDrive/work2/frame_files/17/17@second_14.jpg,Neutral
17.mp4,15,/content/gdrive/MyDrive/work2/frame_files/17/17@second_15.jpg,Neutral
17.mp4,16,/content/gdrive/MyDrive/work2/frame_files/17/17@second_16.jpg,Neutral
17.mp4,17,/content/gdrive/MyDrive/work2/frame_files/17/17@second_17.jpg,Neutral
17.mp4,18,/content/gdrive/MyDrive/work2/frame_files/17/17@second_18.jpg,Neutral
17.mp4,19,/content/gdrive/MyDrive/work2/frame_files/17/17@second_19.jpg,Neutral
17.mp4,20,/content/gdrive/MyDrive/work2/frame_files/17/17@second_20.jpg,Neutral
17.mp4,20,/content/gdrive/MyDrive/work2/frame_files/17/17@second_20.jpg,Neutral
17.mp4,21,/content/gdrive/MyDrive/work2/frame_files/17/17@second_21.jpg,Neutral
17.mp4,22,/content/gdrive/MyDrive/work2/frame_files/17/17@second_22.jpg,Neutral
17.mp4,23,/content/gdrive/MyDrive/work2/frame_files/17/17@second_23.jpg,Neutral
17.mp4,24,/content/gdrive/MyDrive/work2/frame_files/17/17@second_24.jpg,Neutral
17.mp4,25,/content/gdrive/MyDrive/work2/frame_files/17/17@second_25.jpg,Neutral
17.mp4,26,/content/gdrive/MyDrive/work2/frame_files/17/17@second_26.jpg,Neutral
101.mp4,0,/content/gdrive/MyDrive/work2/frame_files/101/101@second_0.jpg,Neutral
101.mp4,0,/content/gdrive/MyDrive/work2/frame_files/101/101@second_0.jpg,Neutral
101.mp4,1,/content/gdrive/MyDrive/work2/frame_files/101/101@second_1.jpg,Neutral
101.mp4,2,/content/gdrive/MyDrive/work2/frame_files/101/101@second_2.jpg,Neutral
101.mp4,3,/content/gdrive/MyDrive/work2/frame_files/101/101@second_3.jpg,Neutral
101.mp4,4,/content/gdrive/MyDrive/work2/frame_files/101/101@second_4.jpg,Neutral
101.mp4,5,/content/gdrive/MyDrive/work2/frame_files/101/101@second_5.jpg,Neutral
101.mp4,6,/content/gdrive/MyDrive/work2/frame_files/101/101@second_6.jpg,Neutral
101.mp4,7,/content/gdrive/MyDrive/work2/frame_files/101/101@second_7.jpg,Neutral
101.mp4,8,/content/gdrive/MyDrive/work2/frame_files/101/101@second_8.jpg,Neutral
101.mp4,9,/content/gdrive/MyDrive/work2/frame_files/101/101@second_9.jpg,Neutral
101.mp4,10,/content/gdrive/MyDrive/work2/frame_files/101/101@second_10.jpg,Neutral
101.mp4,11,/content/gdrive/MyDrive/work2/frame_files/101/101@second_11.jpg,Neutral
101.mp4,12,/content/gdrive/MyDrive/work2/frame_files/101/101@second_12.jpg,Neutral
101.mp4,13,/content/gdrive/MyDrive/work2/frame_files/101/101@second_13.jpg,Neutral
101.mp4,14,/content/gdrive/MyDrive/work2/frame_files/101/101@second_14.jpg,Neutral
101.mp4,15,/content/gdrive/MyDrive/work2/frame_files/101/101@second_15.jpg,Neutral
101.mp4,16,/content/gdrive/MyDrive/work2/frame_files/101/101@second_16.jpg,Neutral
101.mp4,17,/content/gdrive/MyDrive/work2/frame_files/101/101@second_17.jpg,Neutral
101.mp4,18,/content/gdrive/MyDrive/work2/frame_files/101/101@second_18.jpg,Neutral
101.mp4,19,/content/gdrive/MyDrive/work2/frame_files/101/101@second_19.jpg,Neutral
101.mp4,20,/content/gdrive/MyDrive/work2/frame_files/101/101@second_20.jpg,Neutral
101.mp4,20,/content/gdrive/MyDrive/work2/frame_files/101/101@second_20.jpg,Neutral
101.mp4,21,/content/gdrive/MyDrive/work2/frame_files/101/101@second_21.jpg,Neutral
2.mp4,0,/content/gdrive/MyDrive/work2/frame_files/2/2@second_0.jpg,Neutral
2.mp4,0,/content/gdrive/MyDrive/work2/frame_files/2/2@second_0.jpg,Neutral
2.mp4,1,/content/gdrive/MyDrive/work2/frame_files/2/2@second_1.jpg,Neutral
2.mp4,2,/content/gdrive/MyDrive/work2/frame_files/2/2@second_2.jpg,Neutral
2.mp4,3,/content/gdrive/MyDrive/work2/frame_files/2/2@second_3.jpg,Neutral
2.mp4,4,/content/gdrive/MyDrive/work2/frame_files/2/2@second_4.jpg,Neutral
2.mp4,5,/content/gdrive/MyDrive/work2/frame_files/2/2@second_5.jpg,Neutral
2.mp4,6,/content/gdrive/MyDrive/work2/frame_files/2/2@second_6.jpg,Neutral
2.mp4,7,/content/gdrive/MyDrive/work2/frame_files/2/2@second_7.jpg,Neutral
2.mp4,8,/content/gdrive/MyDrive/work2/frame_files/2/2@second_8.jpg,Neutral
2.mp4,9,/content/gdrive/MyDrive/work2/frame_files/2/2@second_9.jpg,Neutral
2.mp4,10,/content/gdrive/MyDrive/work2/frame_files/2/2@second_10.jpg,Neutral
2.mp4,11,/content/gdrive/MyDrive/work2/frame_files/2/2@second_11.jpg,Neutral
2.mp4,12,/content/gdrive/MyDrive/work2/frame_files/2/2@second_12.jpg,Neutral
2.mp4,13,/content/gdrive/MyDrive/work2/frame_files/2/2@second_13.jpg,Neutral
2.mp4,14,/content/gdrive/MyDrive/work2/frame_files/2/2@second_14.jpg,Neutral
2.mp4,15,/content/gdrive/MyDrive/work2/frame_files/2/2@second_15.jpg,Neutral
2.mp4,16,/content/gdrive/MyDrive/work2/frame_files/2/2@second_16.jpg,Neutral
2.mp4,17,/content/gdrive/MyDrive/work2/frame_files/2/2@second_17.jpg,Neutral
2.mp4,18,/content/gdrive/MyDrive/work2/frame_files/2/2@second_18.jpg,Neutral
2.mp4,19,/content/gdrive/MyDrive/work2/frame_files/2/2@second_19.jpg,Neutral
2.mp4,20,/content/gdrive/MyDrive/work2/frame_files/2/2@second_20.jpg,Neutral
2.mp4,20,/content/gdrive/MyDrive/work2/frame_files/2/2@second_20.jpg,Neutral
2.mp4,21,/content/gdrive/MyDrive/work2/frame_files/2/2@second_21.jpg,Neutral
2.mp4,22,/content/gdrive/MyDrive/work2/frame_files/2/2@second_22.jpg,Neutral
79.mp4,0,/content/gdrive/MyDrive/work2/frame_files/79/79@second_0.jpg,Neutral
79.mp4,1,/content/gdrive/MyDrive/work2/frame_files/79/79@second_1.jpg,Neutral
79.mp4,2,/content/gdrive/MyDrive/work2/frame_files/79/79@second_2.jpg,Neutral
79.mp4,3,/content/gdrive/MyDrive/work2/frame_files/79/79@second_3.jpg,Neutral
79.mp4,4,/content/gdrive/MyDrive/work2/frame_files/79/79@second_4.jpg,Neutral
79.mp4,5,/content/gdrive/MyDrive/work2/frame_files/79/79@second_5.jpg,Neutral
79.mp4,6,/content/gdrive/MyDrive/work2/frame_files/79/79@second_6.jpg,Neutral
79.mp4,7,/content/gdrive/MyDrive/work2/frame_files/79/79@second_7.jpg,Neutral
79.mp4,8,/content/gdrive/MyDrive/work2/frame_files/79/79@second_8.jpg,Neutral
79.mp4,9,/content/gdrive/MyDrive/work2/frame_files/79/79@second_9.jpg,Neutral
79.mp4,10,/content/gdrive/MyDrive/work2/frame_files/79/79@second_10.jpg,Neutral
79.mp4,11,/content/gdrive/MyDrive/work2/frame_files/79/79@second_11.jpg,Neutral
79.mp4,12,/content/gdrive/MyDrive/work2/frame_files/79/79@second_12.jpg,Neutral
79.mp4,13,/content/gdrive/MyDrive/work2/frame_files/79/79@second_13.jpg,Neutral
79.mp4,14,/content/gdrive/MyDrive/work2/frame_files/79/79@second_14.jpg,Neutral
79.mp4,15,/content/gdrive/MyDrive/work2/frame_files/79/79@second_15.jpg,Neutral
79.mp4,16,/content/gdrive/MyDrive/work2/frame_files/79/79@second_16.jpg,Neutral
79.mp4,17,/content/gdrive/MyDrive/work2/frame_files/79/79@second_17.jpg,Neutral
79.mp4,18,/content/gdrive/MyDrive/work2/frame_files/79/79@second_18.jpg,Neutral
79.mp4,19,/content/gdrive/MyDrive/work2/frame_files/79/79@second_19.jpg,Neutral
79.mp4,20,/content/gdrive/MyDrive/work2/frame_files/79/79@second_20.jpg,Neutral
79.mp4,21,/content/gdrive/MyDrive/work2/frame_files/79/79@second_21.jpg,Neutral
79.mp4,22,/content/gdrive/MyDrive/work2/frame_files/79/79@second_22.jpg,Neutral
79.mp4,23,/content/gdrive/MyDrive/work2/frame_files/79/79@second_23.jpg,Neutral
79.mp4,24,/content/gdrive/MyDrive/work2/frame_files/79/79@second_24.jpg,Neutral
90.mp4,0,/content/gdrive/MyDrive/work2/frame_files/90/90@second_0.jpg,Neutral
90.mp4,0,/content/gdrive/MyDrive/work2/frame_files/90/90@second_0.jpg,Neutral
90.mp4,1,/content/gdrive/MyDrive/work2/frame_files/90/90@second_1.jpg,Neutral
90.mp4,2,/content/gdrive/MyDrive/work2/frame_files/90/90@second_2.jpg,Neutral
90.mp4,3,/content/gdrive/MyDrive/work2/frame_files/90/90@second_3.jpg,Neutral
90.mp4,4,/content/gdrive/MyDrive/work2/frame_files/90/90@second_4.jpg,Neutral
90.mp4,5,/content/gdrive/MyDrive/work2/frame_files/90/90@second_5.jpg,Neutral
90.mp4,6,/content/gdrive/MyDrive/work2/frame_files/90/90@second_6.jpg,Neutral
90.mp4,7,/content/gdrive/MyDrive/work2/frame_files/90/90@second_7.jpg,Neutral
90.mp4,8,/content/gdrive/MyDrive/work2/frame_files/90/90@second_8.jpg,Neutral
90.mp4,9,/content/gdrive/MyDrive/work2/frame_files/90/90@second_9.jpg,Neutral
90.mp4,10,/content/gdrive/MyDrive/work2/frame_files/90/90@second_10.jpg,Neutral
90.mp4,11,/content/gdrive/MyDrive/work2/frame_files/90/90@second_11.jpg,Neutral
90.mp4,12,/content/gdrive/MyDrive/work2/frame_files/90/90@second_12.jpg,Neutral
90.mp4,13,/content/gdrive/MyDrive/work2/frame_files/90/90@second_13.jpg,Neutral
90.mp4,14,/content/gdrive/MyDrive/work2/frame_files/90/90@second_14.jpg,Neutral
90.mp4,15,/content/gdrive/MyDrive/work2/frame_files/90/90@second_15.jpg,Neutral
90.mp4,16,/content/gdrive/MyDrive/work2/frame_files/90/90@second_16.jpg,Neutral
90.mp4,17,/content/gdrive/MyDrive/work2/frame_files/90/90@second_17.jpg,Neutral
90.mp4,18,/content/gdrive/MyDrive/work2/frame_files/90/90@second_18.jpg,Neutral
90.mp4,19,/content/gdrive/MyDrive/work2/frame_files/90/90@second_19.jpg,Neutral
90.mp4,20,/content/gdrive/MyDrive/work2/frame_files/90/90@second_20.jpg,Neutral
90.mp4,20,/content/gdrive/MyDrive/work2/frame_files/90/90@second_20.jpg,Neutral
90.mp4,21,/content/gdrive/MyDrive/work2/frame_files/90/90@second_21.jpg,Neutral
90.mp4,22,/content/gdrive/MyDrive/work2/frame_files/90/90@second_22.jpg,Neutral
90.mp4,23,/content/gdrive/MyDrive/work2/frame_files/90/90@second_23.jpg,Neutral
57.mp4,0,/content/gdrive/MyDrive/work2/frame_files/57/57@second_0.jpg,Neutral
57.mp4,1,/content/gdrive/MyDrive/work2/frame_files/57/57@second_1.jpg,Neutral
57.mp4,2,/content/gdrive/MyDrive/work2/frame_files/57/57@second_2.jpg,Neutral
57.mp4,3,/content/gdrive/MyDrive/work2/frame_files/57/57@second_3.jpg,Neutral
57.mp4,4,/content/gdrive/MyDrive/work2/frame_files/57/57@second_4.jpg,Neutral
57.mp4,5,/content/gdrive/MyDrive/work2/frame_files/57/57@second_5.jpg,Neutral
57.mp4,6,/content/gdrive/MyDrive/work2/frame_files/57/57@second_6.jpg,Neutral
57.mp4,7,/content/gdrive/MyDrive/work2/frame_files/57/57@second_7.jpg,Neutral
57.mp4,8,/content/gdrive/MyDrive/work2/frame_files/57/57@second_8.jpg,Neutral
57.mp4,9,/content/gdrive/MyDrive/work2/frame_files/57/57@second_9.jpg,Neutral
57.mp4,10,/content/gdrive/MyDrive/work2/frame_files/57/57@second_10.jpg,Neutral
57.mp4,11,/content/gdrive/MyDrive/work2/frame_files/57/57@second_11.jpg,Neutral
57.mp4,12,/content/gdrive/MyDrive/work2/frame_files/57/57@second_12.jpg,Neutral
57.mp4,13,/content/gdrive/MyDrive/work2/frame_files/57/57@second_13.jpg,Neutral
57.mp4,14,/content/gdrive/MyDrive/work2/frame_files/57/57@second_14.jpg,Neutral
57.mp4,15,/content/gdrive/MyDrive/work2/frame_files/57/57@second_15.jpg,Neutral
57.mp4,16,/content/gdrive/MyDrive/work2/frame_files/57/57@second_16.jpg,Neutral
57.mp4,17,/content/gdrive/MyDrive/work2/frame_files/57/57@second_17.jpg,Neutral
57.mp4,18,/content/gdrive/MyDrive/work2/frame_files/57/57@second_18.jpg,Neutral
57.mp4,19,/content/gdrive/MyDrive/work2/frame_files/57/57@second_19.jpg,Neutral
57.mp4,20,/content/gdrive/MyDrive/work2/frame_files/57/57@second_20.jpg,Neutral
57.mp4,21,/content/gdrive/MyDrive/work2/frame_files/57/57@second_21.jpg,Neutral
57.mp4,22,/content/gdrive/MyDrive/work2/frame_files/57/57@second_22.jpg,Neutral
57.mp4,23,/content/gdrive/MyDrive/work2/frame_files/57/57@second_23.jpg,Neutral
57.mp4,24,/content/gdrive/MyDrive/work2/frame_files/57/57@second_24.jpg,Neutral
57.mp4,25,/content/gdrive/MyDrive/work2/frame_files/57/57@second_25.jpg,Neutral
57.mp4,26,/content/gdrive/MyDrive/work2/frame_files/57/57@second_26.jpg,Neutral
57.mp4,27,/content/gdrive/MyDrive/work2/frame_files/57/57@second_27.jpg,Neutral
57.mp4,28,/content/gdrive/MyDrive/work2/frame_files/57/57@second_28.jpg,Neutral
57.mp4,29,/content/gdrive/MyDrive/work2/frame_files/57/57@second_29.jpg,Neutral
57.mp4,30,/content/gdrive/MyDrive/work2/frame_files/57/57@second_30.jpg,Neutral
57.mp4,31,/content/gdrive/MyDrive/work2/frame_files/57/57@second_31.jpg,Neutral
57.mp4,32,/content/gdrive/MyDrive/work2/frame_files/57/57@second_32.jpg,Neutral
57.mp4,33,/content/gdrive/MyDrive/work2/frame_files/57/57@second_33.jpg,Neutral
57.mp4,34,/content/gdrive/MyDrive/work2/frame_files/57/57@second_34.jpg,Neutral
57.mp4,35,/content/gdrive/MyDrive/work2/frame_files/57/57@second_35.jpg,Neutral
57.mp4,36,/content/gdrive/MyDrive/work2/frame_files/57/57@second_36.jpg,Neutral
57.mp4,37,/content/gdrive/MyDrive/work2/frame_files/57/57@second_37.jpg,Neutral
57.mp4,38,/content/gdrive/MyDrive/work2/frame_files/57/57@second_38.jpg,Neutral
57.mp4,39,/content/gdrive/MyDrive/work2/frame_files/57/57@second_39.jpg,Neutral
57.mp4,40,/content/gdrive/MyDrive/work2/frame_files/57/57@second_40.jpg,Neutral
57.mp4,41,/content/gdrive/MyDrive/work2/frame_files/57/57@second_41.jpg,Neutral
57.mp4,42,/content/gdrive/MyDrive/work2/frame_files/57/57@second_42.jpg,Neutral
57.mp4,43,/content/gdrive/MyDrive/work2/frame_files/57/57@second_43.jpg,Neutral
57.mp4,44,/content/gdrive/MyDrive/work2/frame_files/57/57@second_44.jpg,Neutral
57.mp4,45,/content/gdrive/MyDrive/work2/frame_files/57/57@second_45.jpg,Neutral
68.mp4,0,/content/gdrive/MyDrive/work2/frame_files/68/68@second_0.jpg,Neutral
68.mp4,1,/content/gdrive/MyDrive/work2/frame_files/68/68@second_1.jpg,Neutral
68.mp4,2,/content/gdrive/MyDrive/work2/frame_files/68/68@second_2.jpg,Neutral
68.mp4,3,/content/gdrive/MyDrive/work2/frame_files/68/68@second_3.jpg,Neutral
68.mp4,4,/content/gdrive/MyDrive/work2/frame_files/68/68@second_4.jpg,Neutral
68.mp4,5,/content/gdrive/MyDrive/work2/frame_files/68/68@second_5.jpg,Neutral
68.mp4,6,/content/gdrive/MyDrive/work2/frame_files/68/68@second_6.jpg,Neutral
68.mp4,7,/content/gdrive/MyDrive/work2/frame_files/68/68@second_7.jpg,Neutral
68.mp4,8,/content/gdrive/MyDrive/work2/frame_files/68/68@second_8.jpg,Neutral
68.mp4,9,/content/gdrive/MyDrive/work2/frame_files/68/68@second_9.jpg,Neutral
68.mp4,10,/content/gdrive/MyDrive/work2/frame_files/68/68@second_10.jpg,Neutral
68.mp4,11,/content/gdrive/MyDrive/work2/frame_files/68/68@second_11.jpg,Neutral
68.mp4,12,/content/gdrive/MyDrive/work2/frame_files/68/68@second_12.jpg,Neutral
68.mp4,13,/content/gdrive/MyDrive/work2/frame_files/68/68@second_13.jpg,Neutral
68.mp4,14,/content/gdrive/MyDrive/work2/frame_files/68/68@second_14.jpg,Neutral
68.mp4,15,/content/gdrive/MyDrive/work2/frame_files/68/68@second_15.jpg,Neutral
68.mp4,16,/content/gdrive/MyDrive/work2/frame_files/68/68@second_16.jpg,Neutral
68.mp4,17,/content/gdrive/MyDrive/work2/frame_files/68/68@second_17.jpg,Neutral
68.mp4,18,/content/gdrive/MyDrive/work2/frame_files/68/68@second_18.jpg,Neutral
68.mp4,19,/content/gdrive/MyDrive/work2/frame_files/68/68@second_19.jpg,Neutral
68.mp4,20,/content/gdrive/MyDrive/work2/frame_files/68/68@second_20.jpg,Neutral
68.mp4,21,/content/gdrive/MyDrive/work2/frame_files/68/68@second_21.jpg,Neutral
68.mp4,22,/content/gdrive/MyDrive/work2/frame_files/68/68@second_22.jpg,Neutral
68.mp4,23,/content/gdrive/MyDrive/work2/frame_files/68/68@second_23.jpg,Neutral
68.mp4,24,/content/gdrive/MyDrive/work2/frame_files/68/68@second_24.jpg,Neutral
68.mp4,25,/content/gdrive/MyDrive/work2/frame_files/68/68@second_25.jpg,Neutral
68.mp4,26,/content/gdrive/MyDrive/work2/frame_files/68/68@second_26.jpg,Neutral
68.mp4,27,/content/gdrive/MyDrive/work2/frame_files/68/68@second_27.jpg,Neutral
68.mp4,28,/content/gdrive/MyDrive/work2/frame_files/68/68@second_28.jpg,Neutral
68.mp4,29,/content/gdrive/MyDrive/work2/frame_files/68/68@second_29.jpg,Neutral
68.mp4,30,/content/gdrive/MyDrive/work2/frame_files/68/68@second_30.jpg,Neutral
68.mp4,31,/content/gdrive/MyDrive/work2/frame_files/68/68@second_31.jpg,Neutral
68.mp4,32,/content/gdrive/MyDrive/work2/frame_files/68/68@second_32.jpg,Neutral
68.mp4,33,/content/gdrive/MyDrive/work2/frame_files/68/68@second_33.jpg,Neutral
68.mp4,34,/content/gdrive/MyDrive/work2/frame_files/68/68@second_34.jpg,Neutral
68.mp4,35,/content/gdrive/MyDrive/work2/frame_files/68/68@second_35.jpg,Neutral
68.mp4,36,/content/gdrive/MyDrive/work2/frame_files/68/68@second_36.jpg,Neutral
68.mp4,37,/content/gdrive/MyDrive/work2/frame_files/68/68@second_37.jpg,Neutral
68.mp4,38,/content/gdrive/MyDrive/work2/frame_files/68/68@second_38.jpg,Neutral
68.mp4,39,/content/gdrive/MyDrive/work2/frame_files/68/68@second_39.jpg,Neutral
68.mp4,40,/content/gdrive/MyDrive/work2/frame_files/68/68@second_40.jpg,Neutral
68.mp4,41,/content/gdrive/MyDrive/work2/frame_files/68/68@second_41.jpg,Neutral
68.mp4,42,/content/gdrive/MyDrive/work2/frame_files/68/68@second_42.jpg,Neutral
68.mp4,43,/content/gdrive/MyDrive/work2/frame_files/68/68@second_43.jpg,Neutral
68.mp4,44,/content/gdrive/MyDrive/work2/frame_files/68/68@second_44.jpg,Neutral
68.mp4,45,/content/gdrive/MyDrive/work2/frame_files/68/68@second_45.jpg,Neutral
37.mp4,0,/content/gdrive/MyDrive/work2/frame_files/37/37@second_0.jpg,Neutral
37.mp4,0,/content/gdrive/MyDrive/work2/frame_files/37/37@second_0.jpg,Neutral
37.mp4,1,/content/gdrive/MyDrive/work2/frame_files/37/37@second_1.jpg,Neutral
37.mp4,2,/content/gdrive/MyDrive/work2/frame_files/37/37@second_2.jpg,Neutral
37.mp4,3,/content/gdrive/MyDrive/work2/frame_files/37/37@second_3.jpg,Neutral
