audio_name,word,start_time,end_time,video_name,start_time,end_time,frame_path
3.wav,اس,25.0,26.0,1.mp4,3,4,/content/gdrive/MyDrive/work2/frames/1/1@3-4@frame_91.jpg
3.wav,لیے,26.0,26.0,1.mp4,3,4,/content/gdrive/MyDrive/work2/frames/1/1@3-4@frame_92.jpg
3.wav,میں,26.0,26.0,1.mp4,3,4,/content/gdrive/MyDrive/work2/frames/1/1@3-4@frame_93.jpg
3.wav,نے,26.0,26.0,1.mp4,3,4,/content/gdrive/MyDrive/work2/frames/1/1@3-4@frame_94.jpg
3.wav,اس,26.0,26.0,1.mp4,3,4,/content/gdrive/MyDrive/work2/frames/1/1@3-4@frame_95.jpg
3.wav,کو,26.0,27.0,1.mp4,3,4,/content/gdrive/MyDrive/work2/frames/1/1@3-4@frame_96.jpg
3.wav,ریکارڈ,27.0,27.0,1.mp4,3,4,/content/gdrive/MyDrive/work2/frames/1/1@3-4@frame_97.jpg
3.wav,کرتے,27.0,28.0,1.mp4,3,4,/content/gdrive/MyDrive/work2/frames/1/1@3-4@frame_98.jpg
3.wav,ہیں,28.0,28.0,1.mp4,3,4,/content/gdrive/MyDrive/work2/frames/1/1@3-4@frame_99.jpg
4.wav,السلام,0.0,0.0,1.mp4,4,4,/content/gdrive/MyDrive/work2/frames/1/1@4-4@frame_99.jpg
4.wav,علیکم,0.0,1.0,1.mp4,4,4,/content/gdrive/MyDrive/work2/frames/1/1@4-4@frame_99.jpg
4.wav,میرا,1.0,1.0,1.mp4,4,4,/content/gdrive/MyDrive/work2/frames/1/1@4-4@frame_99.jpg
4.wav,نام,1.0,1.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_99.jpg
4.wav,سعد,1.0,2.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_100.jpg
4.wav,ہے,2.0,2.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_101.jpg
4.wav,اور,2.0,3.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_102.jpg
4.wav,عالم,3.0,3.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_103.jpg
4.wav,سے,3.0,4.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_104.jpg
4.wav,لیس,4.0,4.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_105.jpg
4.wav,کر,4.0,4.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_106.jpg
4.wav,دیے,4.0,5.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_107.jpg
4.wav,گئے,5.0,5.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_108.jpg
4.wav,ہیں,5.0,5.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_109.jpg
4.wav,پلیز,5.0,6.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_110.jpg
4.wav,مجھے,6.0,6.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_111.jpg
4.wav,ٹینشن,6.0,7.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_112.jpg
4.wav,لے,7.0,8.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_113.jpg
4.wav,رہی,8.0,8.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_114.jpg
4.wav,ہے,8.0,9.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_115.jpg
4.wav,اور,9.0,11.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_116.jpg
4.wav,پیٹ,11.0,11.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_117.jpg
4.wav,کر,11.0,11.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_118.jpg
4.wav,رہے,11.0,11.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_119.jpg
4.wav,ہوتے,11.0,14.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_120.jpg
4.wav,ہیں,14.0,14.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_121.jpg
4.wav,موٹر,15.0,16.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_122.jpg
4.wav,سائیکل,16.0,16.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_123.jpg
4.wav,کے,16.0,17.0,1.mp4,4,5,/content/gdrive/MyDrive/work2/frames/1/1@4-5@frame_124.jpg
4.wav,پیچھے,17.0,17.0,1.mp4,5,5,/content/gdrive/MyDrive/work2/frames/1/1@5-5@frame_124.jpg
4.wav,لکھے,17.0,17.0,1.mp4,5,5,/content/gdrive/MyDrive/work2/frames/1/1@5-5@frame_124.jpg
4.wav,ہوئے,17.0,17.0,1.mp4,5,5,/content/gdrive/MyDrive/work2/frames/1/1@5-5@frame_124.jpg
4.wav,اور,17.0,18.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_124.jpg
4.wav,اگر,18.0,19.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_125.jpg
4.wav,آئے,19.0,20.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_126.jpg
4.wav,تو,20.0,20.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_127.jpg
4.wav,میں,20.0,21.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_128.jpg
4.wav,کیا,21.0,22.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_129.jpg
4.wav,کروں,22.0,23.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_130.jpg
4.wav,گا,23.0,23.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_131.jpg
4.wav,اور,23.0,24.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_132.jpg
4.wav,یہ,24.0,25.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_133.jpg
4.wav,ہے,25.0,25.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_134.jpg
5.wav,السلام,1.0,2.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_135.jpg
5.wav,علیکم,2.0,2.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_136.jpg
5.wav,میرا,2.0,2.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_137.jpg
5.wav,نام,2.0,3.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_138.jpg
5.wav,آپ,3.0,4.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_139.jpg
5.wav,کے,4.0,5.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_140.jpg
5.wav,کچھ,5.0,6.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_141.jpg
5.wav,برے,6.0,7.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_142.jpg
5.wav,بات,7.0,7.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_143.jpg
5.wav,بتاؤں,7.0,8.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_144.jpg
5.wav,گا,8.0,8.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_145.jpg
5.wav,پلیز,8.0,8.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_146.jpg
5.wav,یہ,12.0,13.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_147.jpg
5.wav,اسرائیل,13.0,15.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_148.jpg
5.wav,کے,15.0,15.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_149.jpg
5.wav,حق,15.0,15.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_150.jpg
5.wav,میں,15.0,16.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_151.jpg
5.wav,ہیں,16.0,16.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_152.jpg
5.wav,تو,16.0,16.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_153.jpg
5.wav,انہوں,16.0,17.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_154.jpg
5.wav,نے,17.0,17.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_155.jpg
5.wav,اسرائیل,17.0,18.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_156.jpg
5.wav,کو,18.0,18.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_157.jpg
5.wav,سپورٹ,18.0,18.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_158.jpg
5.wav,کیا,18.0,18.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_159.jpg
5.wav,ہے,18.0,19.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_160.jpg
5.wav,یہ,19.0,19.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_161.jpg
5.wav,جو,19.0,19.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_162.jpg
5.wav,ہوگئی,19.0,20.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_163.jpg
5.wav,ہے,20.0,21.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_164.jpg
5.wav,اسرائیل,21.0,21.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_165.jpg
5.wav,کا,21.0,21.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_166.jpg
5.wav,آگے,21.0,22.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_167.jpg
5.wav,کافی,22.0,22.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_168.jpg
5.wav,عرصے,22.0,23.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_169.jpg
5.wav,سے,23.0,23.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_170.jpg
5.wav,چل,23.0,23.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_171.jpg
5.wav,رہی,23.0,24.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_172.jpg
5.wav,ہے,24.0,24.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_173.jpg
5.wav,اس,24.0,26.0,1.mp4,5,7,/content/gdrive/MyDrive/work2/frames/1/1@5-7@frame_174.jpg
5.wav,لیے,26.0,26.0,1.mp4,7,7,/content/gdrive/MyDrive/work2/frames/1/1@7-7@frame_174.jpg
5.wav,میسج,26.0,27.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_174.jpg
5.wav,نہیں,27.0,27.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_175.jpg
5.wav,کروں,27.0,28.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_176.jpg
5.wav,گا,28.0,28.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_177.jpg
6.wav,اسلام,0.0,2.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_178.jpg
6.wav,علیکم,2.0,2.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_179.jpg
6.wav,میرا,2.0,3.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_180.jpg
6.wav,نام,3.0,3.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_181.jpg
6.wav,ساجد,3.0,3.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_182.jpg
6.wav,ہے,3.0,4.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_183.jpg
6.wav,اور,4.0,4.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_184.jpg
6.wav,آج,4.0,4.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_185.jpg
6.wav,میں,4.0,4.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_186.jpg
6.wav,اپ,4.0,5.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_187.jpg
6.wav,کو,5.0,5.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_188.jpg
6.wav,لیز,5.0,6.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_189.jpg
6.wav,چپس,6.0,6.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_190.jpg
6.wav,کی,6.0,6.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_191.jpg
6.wav,ایک,6.0,7.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_192.jpg
6.wav,تھوڑی,7.0,7.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_193.jpg
6.wav,بہت,7.0,8.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_194.jpg
6.wav,بتایا,8.0,8.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_195.jpg
6.wav,جائے,8.0,9.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_196.jpg
6.wav,گا,9.0,9.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_197.jpg
6.wav,پلیز,9.0,10.0,1.mp4,7,8,/content/gdrive/MyDrive/work2/frames/1/1@7-8@frame_198.jpg
6.wav,آپ,10.0,13.0,1.mp4,8,9,/content/gdrive/MyDrive/work2/frames/1/1@8-9@frame_198.jpg
